YEAR,INDEX,TEMP3,MODEL,SERIES,USED
2065,7,2.024591923,MPI-ESM-MR_2.6,2.6,Y
2066,7,0.886906624,MPI-ESM-MR_2.6,2.6,Y
2067,7,0.960775375,MPI-ESM-MR_2.6,2.6,Y
2068,7,0.009830475,MPI-ESM-MR_2.6,2.6,Y
2069,7,0.634364128,MPI-ESM-MR_2.6,2.6,Y
2070,7,1.4788661,MPI-ESM-MR_2.6,2.6,Y
2071,7,0.359915733,MPI-ESM-MR_2.6,2.6,Y
2072,7,0.284142971,MPI-ESM-MR_2.6,2.6,Y
2073,7,0.251790524,MPI-ESM-MR_2.6,2.6,Y
2074,7,1.644011497,MPI-ESM-MR_2.6,2.6,Y
2075,7,1.219796658,MPI-ESM-MR_2.6,2.6,Y
2076,7,1.987865925,MPI-ESM-MR_2.6,2.6,Y
2077,7,2.745888233,MPI-ESM-MR_2.6,2.6,Y
2078,7,3.605875492,MPI-ESM-MR_2.6,2.6,Y
2079,7,2.347715855,MPI-ESM-MR_2.6,2.6,Y
2080,7,0.782492161,MPI-ESM-MR_2.6,2.6,Y
2081,7,2.020894527,MPI-ESM-MR_2.6,2.6,Y
2082,7,1.441826344,MPI-ESM-MR_2.6,2.6,Y
2083,7,2.505181313,MPI-ESM-MR_2.6,2.6,Y
2084,7,1.173615456,MPI-ESM-MR_2.6,2.6,Y
2085,7,1.217738628,MPI-ESM-MR_2.6,2.6,Y
2086,7,1.189123154,MPI-ESM-MR_2.6,2.6,Y
2087,7,1.132642269,MPI-ESM-MR_2.6,2.6,Y
2088,7,1.895200253,MPI-ESM-MR_2.6,2.6,Y
2089,7,0.461232185,MPI-ESM-MR_2.6,2.6,Y
2090,7,0.28241539,MPI-ESM-MR_2.6,2.6,Y
2091,7,0.16721487,MPI-ESM-MR_2.6,2.6,Y
2092,7,1.511741161,MPI-ESM-MR_2.6,2.6,Y
2093,7,0.915052414,MPI-ESM-MR_2.6,2.6,Y
2094,7,1.307887077,MPI-ESM-MR_2.6,2.6,Y
2095,7,1.721091747,MPI-ESM-MR_2.6,2.6,Y
2096,7,2.226161003,MPI-ESM-MR_2.6,2.6,Y
2097,7,0.412926197,MPI-ESM-MR_2.6,2.6,Y
2098,7,0.417180061,MPI-ESM-MR_2.6,2.6,Y
2099,7,1.85863018,MPI-ESM-MR_2.6,2.6,Y
2022,7,-0.694378853,CESM1-CAM5_4.5,4.5,N
2023,7,-0.361878872,CESM1-CAM5_4.5,4.5,N
2024,7,-1.027239323,CESM1-CAM5_4.5,4.5,N
2025,7,0.825288773,CESM1-CAM5_4.5,4.5,N
2026,7,-0.854319572,CESM1-CAM5_4.5,4.5,N
2027,7,-0.947471619,CESM1-CAM5_4.5,4.5,N
2028,7,-0.767995358,CESM1-CAM5_4.5,4.5,N
2029,7,0.726676464,CESM1-CAM5_4.5,4.5,N
2030,7,0.571368694,CESM1-CAM5_4.5,4.5,N
2031,7,0.869029522,CESM1-CAM5_4.5,4.5,N
2032,7,0.338022709,CESM1-CAM5_4.5,4.5,N
2033,7,0.096915245,CESM1-CAM5_4.5,4.5,N
2034,7,-0.248561382,CESM1-CAM5_4.5,4.5,N
2035,7,0.316834927,CESM1-CAM5_4.5,4.5,N
2036,7,-0.454115868,CESM1-CAM5_4.5,4.5,N
2037,7,0.530100822,CESM1-CAM5_4.5,4.5,N
2038,7,1.109740257,CESM1-CAM5_4.5,4.5,N
2039,7,-0.130157471,CESM1-CAM5_4.5,4.5,N
2040,7,0.579974651,CESM1-CAM5_4.5,4.5,N
2041,7,0.681081772,CESM1-CAM5_4.5,4.5,N
2042,7,0.471052647,CESM1-CAM5_4.5,4.5,N
2043,7,0.346361637,CESM1-CAM5_4.5,4.5,N
2044,7,1.594161034,CESM1-CAM5_4.5,4.5,N
2045,7,0.644159317,CESM1-CAM5_4.5,4.5,N
2046,7,-0.351392746,CESM1-CAM5_4.5,4.5,N
2047,7,1.99869442,CESM1-CAM5_4.5,4.5,N
2048,7,0.756695747,CESM1-CAM5_4.5,4.5,N
2049,7,0.256428719,CESM1-CAM5_4.5,4.5,N
2050,7,1.647465706,CESM1-CAM5_4.5,4.5,N
2051,7,1.391236305,CESM1-CAM5_4.5,4.5,N
2052,7,1.947846413,CESM1-CAM5_4.5,4.5,N
2053,7,1.97300148,CESM1-CAM5_4.5,4.5,N
2054,7,2.78038311,CESM1-CAM5_4.5,4.5,N
2055,7,2.671854019,CESM1-CAM5_4.5,4.5,N
2056,7,1.740194321,CESM1-CAM5_4.5,4.5,N
2057,7,1.841219902,CESM1-CAM5_4.5,4.5,N
2058,7,1.753997803,CESM1-CAM5_4.5,4.5,N
2059,7,2.173893929,CESM1-CAM5_4.5,4.5,N
2060,7,1.857825279,CESM1-CAM5_4.5,4.5,N
2061,7,1.760685921,CESM1-CAM5_4.5,4.5,N
2062,7,0.671630383,CESM1-CAM5_4.5,4.5,N
2063,7,0.537904263,CESM1-CAM5_4.5,4.5,N
2064,7,0.708149433,CESM1-CAM5_4.5,4.5,N
2065,7,2.160052299,CESM1-CAM5_4.5,4.5,N
2066,7,0.957358837,CESM1-CAM5_4.5,4.5,N
2067,7,2.400611877,CESM1-CAM5_4.5,4.5,N
2068,7,2.01785183,CESM1-CAM5_4.5,4.5,N
2069,7,2.430728912,CESM1-CAM5_4.5,4.5,N
2070,7,2.102884293,CESM1-CAM5_4.5,4.5,N
2071,7,0.383498669,CESM1-CAM5_4.5,4.5,N
2072,7,0.600759029,CESM1-CAM5_4.5,4.5,N
2073,7,2.569755554,CESM1-CAM5_4.5,4.5,N
2074,7,1.796120644,CESM1-CAM5_4.5,4.5,N
2075,7,2.155520439,CESM1-CAM5_4.5,4.5,N
2076,7,2.388832092,CESM1-CAM5_4.5,4.5,N
2077,7,1.771032333,CESM1-CAM5_4.5,4.5,N
2078,7,2.445605278,CESM1-CAM5_4.5,4.5,N
2079,7,1.049836159,CESM1-CAM5_4.5,4.5,N
2080,7,1.552857399,CESM1-CAM5_4.5,4.5,N
2081,7,0.831300735,CESM1-CAM5_4.5,4.5,N
2082,7,3.106273651,CESM1-CAM5_4.5,4.5,N
2083,7,2.373830795,CESM1-CAM5_4.5,4.5,N
2084,7,2.090848923,CESM1-CAM5_4.5,4.5,N
2085,7,2.680501938,CESM1-CAM5_4.5,4.5,N
2086,7,3.339745522,CESM1-CAM5_4.5,4.5,N
2087,7,2.780489922,CESM1-CAM5_4.5,4.5,N
2088,7,2.851215363,CESM1-CAM5_4.5,4.5,N
2089,7,2.35289669,CESM1-CAM5_4.5,4.5,N
2090,7,3.133166313,CESM1-CAM5_4.5,4.5,N
2091,7,2.164087296,CESM1-CAM5_4.5,4.5,N
2092,7,0.995750427,CESM1-CAM5_4.5,4.5,N
2093,7,2.140769958,CESM1-CAM5_4.5,4.5,N
2094,7,1.854341507,CESM1-CAM5_4.5,4.5,N
2095,7,1.999576569,CESM1-CAM5_4.5,4.5,N
2096,7,1.882367134,CESM1-CAM5_4.5,4.5,N
2097,7,1.298278809,CESM1-CAM5_4.5,4.5,N
2098,7,1.92934227,CESM1-CAM5_4.5,4.5,N
2099,7,1.332259178,CESM1-CAM5_4.5,4.5,N
2022,7,0.306564331,CMCC-CM_4.5,4.5,N
2023,7,0.235945702,CMCC-CM_4.5,4.5,N
2024,7,0.529729366,CMCC-CM_4.5,4.5,N
2025,7,-0.506415844,CMCC-CM_4.5,4.5,N
2026,7,0.57579565,CMCC-CM_4.5,4.5,N
2027,7,0.159538746,CMCC-CM_4.5,4.5,N
2028,7,0.858745098,CMCC-CM_4.5,4.5,N
2029,7,-0.081658363,CMCC-CM_4.5,4.5,N
2030,7,-0.382092476,CMCC-CM_4.5,4.5,N
2031,7,0.014251709,CMCC-CM_4.5,4.5,N
2032,7,-1.023045063,CMCC-CM_4.5,4.5,N
2033,7,-0.562621117,CMCC-CM_4.5,4.5,N
2034,7,0.068697929,CMCC-CM_4.5,4.5,N
2035,7,1.102253437,CMCC-CM_4.5,4.5,N
2036,7,0.751999855,CMCC-CM_4.5,4.5,N
2037,7,0.933812618,CMCC-CM_4.5,4.5,N
2038,7,-0.132493019,CMCC-CM_4.5,4.5,N
2039,7,1.268539906,CMCC-CM_4.5,4.5,N
2040,7,1.71228075,CMCC-CM_4.5,4.5,N
2041,7,1.269178867,CMCC-CM_4.5,4.5,N
2042,7,1.884111404,CMCC-CM_4.5,4.5,N
2043,7,-0.313738346,CMCC-CM_4.5,4.5,N
2044,7,1.192121506,CMCC-CM_4.5,4.5,N
2045,7,0.721878529,CMCC-CM_4.5,4.5,N
2046,7,0.817999363,CMCC-CM_4.5,4.5,N
2047,7,0.436991692,CMCC-CM_4.5,4.5,N
2048,7,0.801622391,CMCC-CM_4.5,4.5,N
2049,7,1.862419605,CMCC-CM_4.5,4.5,N
2050,7,-0.031330585,CMCC-CM_4.5,4.5,N
2051,7,0.667821884,CMCC-CM_4.5,4.5,N
2052,7,0.935438633,CMCC-CM_4.5,4.5,N
2053,7,1.143824577,CMCC-CM_4.5,4.5,N
2054,7,0.986464977,CMCC-CM_4.5,4.5,N
2055,7,1.869828224,CMCC-CM_4.5,4.5,N
2056,7,0.469171047,CMCC-CM_4.5,4.5,N
2057,7,0.918110371,CMCC-CM_4.5,4.5,N
2058,7,1.900007248,CMCC-CM_4.5,4.5,N
2059,7,2.247458935,CMCC-CM_4.5,4.5,N
2060,7,0.878675938,CMCC-CM_4.5,4.5,N
2061,7,1.912915707,CMCC-CM_4.5,4.5,N
2062,7,1.487875938,CMCC-CM_4.5,4.5,N
2063,7,1.32478857,CMCC-CM_4.5,4.5,N
2064,7,1.717058659,CMCC-CM_4.5,4.5,N
2065,7,0.836701393,CMCC-CM_4.5,4.5,N
2066,7,0.653561592,CMCC-CM_4.5,4.5,N
2067,7,1.123558998,CMCC-CM_4.5,4.5,N
2068,7,0.745230675,CMCC-CM_4.5,4.5,N
2069,7,2.072062016,CMCC-CM_4.5,4.5,N
2070,7,0.940296173,CMCC-CM_4.5,4.5,N
2071,7,1.897880077,CMCC-CM_4.5,4.5,N
2072,7,2.633994102,CMCC-CM_4.5,4.5,N
2073,7,2.276934624,CMCC-CM_4.5,4.5,N
2074,7,1.797224522,CMCC-CM_4.5,4.5,N
2075,7,2.068616867,CMCC-CM_4.5,4.5,N
2076,7,2.457161427,CMCC-CM_4.5,4.5,N
2077,7,2.637477875,CMCC-CM_4.5,4.5,N
2078,7,1.725100994,CMCC-CM_4.5,4.5,N
2079,7,1.599033833,CMCC-CM_4.5,4.5,N
2080,7,1.996206284,CMCC-CM_4.5,4.5,N
2081,7,1.085949898,CMCC-CM_4.5,4.5,N
2082,7,1.950284004,CMCC-CM_4.5,4.5,N
2083,7,2.310550213,CMCC-CM_4.5,4.5,N
2084,7,1.599929333,CMCC-CM_4.5,4.5,N
2085,7,1.648186684,CMCC-CM_4.5,4.5,N
2086,7,2.505807877,CMCC-CM_4.5,4.5,N
2087,7,1.941658974,CMCC-CM_4.5,4.5,N
2088,7,1.998380661,CMCC-CM_4.5,4.5,N
2089,7,2.28745985,CMCC-CM_4.5,4.5,N
2090,7,2.964891434,CMCC-CM_4.5,4.5,N
2091,7,2.172617912,CMCC-CM_4.5,4.5,N
2092,7,1.990801334,CMCC-CM_4.5,4.5,N
2093,7,1.051063538,CMCC-CM_4.5,4.5,N
2094,7,2.166818142,CMCC-CM_4.5,4.5,N
2095,7,1.872293949,CMCC-CM_4.5,4.5,N
2096,7,1.570981503,CMCC-CM_4.5,4.5,N
2097,7,1.764634132,CMCC-CM_4.5,4.5,N
2098,7,2.042213917,CMCC-CM_4.5,4.5,N
2099,7,1.183243752,CMCC-CM_4.5,4.5,N
2022,7,0.00958252,GFDL-ESM2G_4.5,4.5,N
2023,7,0.389525652,GFDL-ESM2G_4.5,4.5,N
2024,7,1.155454874,GFDL-ESM2G_4.5,4.5,N
2025,7,1.88837409,GFDL-ESM2G_4.5,4.5,N
2026,7,-0.308494568,GFDL-ESM2G_4.5,4.5,N
2027,7,0.29305768,GFDL-ESM2G_4.5,4.5,N
2028,7,0.239089489,GFDL-ESM2G_4.5,4.5,N
2029,7,-0.560613871,GFDL-ESM2G_4.5,4.5,N
2030,7,1.481436491,GFDL-ESM2G_4.5,4.5,N
2031,7,0.404900312,GFDL-ESM2G_4.5,4.5,N
2032,7,1.841023207,GFDL-ESM2G_4.5,4.5,N
2033,7,0.6334517,GFDL-ESM2G_4.5,4.5,N
2034,7,-0.50811553,GFDL-ESM2G_4.5,4.5,N
2035,7,0.922434807,GFDL-ESM2G_4.5,4.5,N
2036,7,1.026340723,GFDL-ESM2G_4.5,4.5,N
2037,7,1.067051172,GFDL-ESM2G_4.5,4.5,N
2038,7,0.489559889,GFDL-ESM2G_4.5,4.5,N
2039,7,0.286776304,GFDL-ESM2G_4.5,4.5,N
2040,7,1.144403219,GFDL-ESM2G_4.5,4.5,N
2041,7,0.858472824,GFDL-ESM2G_4.5,4.5,N
2042,7,0.881854534,GFDL-ESM2G_4.5,4.5,N
2043,7,0.848022461,GFDL-ESM2G_4.5,4.5,N
2044,7,0.648101091,GFDL-ESM2G_4.5,4.5,N
2045,7,-0.443754673,GFDL-ESM2G_4.5,4.5,N
2046,7,1.05840373,GFDL-ESM2G_4.5,4.5,N
2047,7,-0.435593605,GFDL-ESM2G_4.5,4.5,N
2048,7,-0.077064276,GFDL-ESM2G_4.5,4.5,N
2049,7,1.39343524,GFDL-ESM2G_4.5,4.5,N
2050,7,1.932797194,GFDL-ESM2G_4.5,4.5,N
2051,7,2.35826087,GFDL-ESM2G_4.5,4.5,N
2052,7,1.574525118,GFDL-ESM2G_4.5,4.5,N
2053,7,2.376911402,GFDL-ESM2G_4.5,4.5,N
2054,7,1.82237649,GFDL-ESM2G_4.5,4.5,N
2055,7,0.231664181,GFDL-ESM2G_4.5,4.5,N
2056,7,2.382147074,GFDL-ESM2G_4.5,4.5,N
2057,7,0.690915108,GFDL-ESM2G_4.5,4.5,N
2058,7,1.583135366,GFDL-ESM2G_4.5,4.5,N
2059,7,2.039114714,GFDL-ESM2G_4.5,4.5,N
2060,7,2.15169692,GFDL-ESM2G_4.5,4.5,N
2061,7,1.819350958,GFDL-ESM2G_4.5,4.5,N
2062,7,1.364560843,GFDL-ESM2G_4.5,4.5,N
2063,7,-0.180688381,GFDL-ESM2G_4.5,4.5,N
2064,7,1.600559473,GFDL-ESM2G_4.5,4.5,N
2065,7,2.163466692,GFDL-ESM2G_4.5,4.5,N
2066,7,2.787463903,GFDL-ESM2G_4.5,4.5,N
2067,7,3.120083094,GFDL-ESM2G_4.5,4.5,N
2068,7,1.890906096,GFDL-ESM2G_4.5,4.5,N
2069,7,2.196705103,GFDL-ESM2G_4.5,4.5,N
2070,7,2.251574755,GFDL-ESM2G_4.5,4.5,N
2071,7,0.597088575,GFDL-ESM2G_4.5,4.5,N
2072,7,1.582219362,GFDL-ESM2G_4.5,4.5,N
2073,7,2.526200533,GFDL-ESM2G_4.5,4.5,N
2074,7,1.906261206,GFDL-ESM2G_4.5,4.5,N
2075,7,1.536401987,GFDL-ESM2G_4.5,4.5,N
2076,7,1.011971235,GFDL-ESM2G_4.5,4.5,N
2077,7,0.63506031,GFDL-ESM2G_4.5,4.5,N
2078,7,2.886053324,GFDL-ESM2G_4.5,4.5,N
2079,7,2.544316053,GFDL-ESM2G_4.5,4.5,N
2080,7,1.551216364,GFDL-ESM2G_4.5,4.5,N
2081,7,0.760623932,GFDL-ESM2G_4.5,4.5,N
2082,7,0.491591215,GFDL-ESM2G_4.5,4.5,N
2083,7,1.062861681,GFDL-ESM2G_4.5,4.5,N
2084,7,0.622369051,GFDL-ESM2G_4.5,4.5,N
2085,7,0.874173403,GFDL-ESM2G_4.5,4.5,N
2086,7,1.637035608,GFDL-ESM2G_4.5,4.5,N
2087,7,1.884921789,GFDL-ESM2G_4.5,4.5,N
2088,7,2.35250783,GFDL-ESM2G_4.5,4.5,N
2089,7,1.574320078,GFDL-ESM2G_4.5,4.5,N
2090,7,2.95518136,GFDL-ESM2G_4.5,4.5,N
2091,7,2.628191233,GFDL-ESM2G_4.5,4.5,N
2092,7,1.933229208,GFDL-ESM2G_4.5,4.5,N
2093,7,1.133956194,GFDL-ESM2G_4.5,4.5,N
2094,7,2.621350527,GFDL-ESM2G_4.5,4.5,N
2095,7,2.002453089,GFDL-ESM2G_4.5,4.5,N
2096,7,1.492683649,GFDL-ESM2G_4.5,4.5,N
2097,7,2.588827848,GFDL-ESM2G_4.5,4.5,N
2098,7,1.789309263,GFDL-ESM2G_4.5,4.5,N
2099,7,1.70201087,GFDL-ESM2G_4.5,4.5,N
2022,7,1.157617092,HADGEM2-ES_4.5,4.5,Y
2023,7,1.306717873,HADGEM2-ES_4.5,4.5,Y
2024,7,0.943669796,HADGEM2-ES_4.5,4.5,Y
2025,7,0.967414379,HADGEM2-ES_4.5,4.5,Y
2026,7,0.306829453,HADGEM2-ES_4.5,4.5,Y
2027,7,0.525431633,HADGEM2-ES_4.5,4.5,Y
2028,7,0.137394905,HADGEM2-ES_4.5,4.5,Y
2029,7,0.733609676,HADGEM2-ES_4.5,4.5,Y
2030,7,-0.097825527,HADGEM2-ES_4.5,4.5,Y
2031,7,0.802276611,HADGEM2-ES_4.5,4.5,Y
2032,7,2.258207798,HADGEM2-ES_4.5,4.5,Y
2033,7,1.952557087,HADGEM2-ES_4.5,4.5,Y
2034,7,1.426604271,HADGEM2-ES_4.5,4.5,Y
2035,7,1.477543354,HADGEM2-ES_4.5,4.5,Y
2036,7,0.565067768,HADGEM2-ES_4.5,4.5,Y
2037,7,0.929841995,HADGEM2-ES_4.5,4.5,Y
2038,7,0.989304543,HADGEM2-ES_4.5,4.5,Y
2039,7,1.584172726,HADGEM2-ES_4.5,4.5,Y
2040,7,0.948862553,HADGEM2-ES_4.5,4.5,Y
2041,7,1.311053753,HADGEM2-ES_4.5,4.5,Y
2042,7,0.426018715,HADGEM2-ES_4.5,4.5,Y
2043,7,0.993340015,HADGEM2-ES_4.5,4.5,Y
2044,7,1.539112091,HADGEM2-ES_4.5,4.5,Y
2045,7,2.173531055,HADGEM2-ES_4.5,4.5,Y
2046,7,1.920730114,HADGEM2-ES_4.5,4.5,Y
2047,7,2.035775661,HADGEM2-ES_4.5,4.5,Y
2048,7,1.953265667,HADGEM2-ES_4.5,4.5,Y
2049,7,2.077057362,HADGEM2-ES_4.5,4.5,Y
2050,7,1.875934124,HADGEM2-ES_4.5,4.5,Y
2051,7,0.76852417,HADGEM2-ES_4.5,4.5,Y
2052,7,1.042799473,HADGEM2-ES_4.5,4.5,Y
2053,7,1.944633961,HADGEM2-ES_4.5,4.5,Y
2054,7,2.066753864,HADGEM2-ES_4.5,4.5,Y
2055,7,2.218523502,HADGEM2-ES_4.5,4.5,Y
2056,7,0.845904827,HADGEM2-ES_4.5,4.5,Y
2057,7,1.453240871,HADGEM2-ES_4.5,4.5,Y
2058,7,2.922709942,HADGEM2-ES_4.5,4.5,Y
2059,7,2.211140156,HADGEM2-ES_4.5,4.5,Y
2060,7,1.331950188,HADGEM2-ES_4.5,4.5,Y
2061,7,1.586707592,HADGEM2-ES_4.5,4.5,Y
2062,7,2.150006771,HADGEM2-ES_4.5,4.5,Y
2063,7,2.055903912,HADGEM2-ES_4.5,4.5,Y
2064,7,2.6835742,HADGEM2-ES_4.5,4.5,Y
2065,7,1.639462948,HADGEM2-ES_4.5,4.5,Y
2066,7,1.981507778,HADGEM2-ES_4.5,4.5,Y
2067,7,2.29458952,HADGEM2-ES_4.5,4.5,Y
2068,7,1.422422886,HADGEM2-ES_4.5,4.5,Y
2069,7,1.778624058,HADGEM2-ES_4.5,4.5,Y
2070,7,1.633550167,HADGEM2-ES_4.5,4.5,Y
2071,7,1.332360744,HADGEM2-ES_4.5,4.5,Y
2072,7,2.265531063,HADGEM2-ES_4.5,4.5,Y
2073,7,2.990285397,HADGEM2-ES_4.5,4.5,Y
2074,7,2.415654659,HADGEM2-ES_4.5,4.5,Y
2075,7,2.282872677,HADGEM2-ES_4.5,4.5,Y
2076,7,1.983271122,HADGEM2-ES_4.5,4.5,Y
2077,7,2.500832081,HADGEM2-ES_4.5,4.5,Y
2078,7,3.24689436,HADGEM2-ES_4.5,4.5,Y
2079,7,2.758647442,HADGEM2-ES_4.5,4.5,Y
2080,7,1.808681965,HADGEM2-ES_4.5,4.5,Y
2081,7,1.582296848,HADGEM2-ES_4.5,4.5,Y
2082,7,2.910891056,HADGEM2-ES_4.5,4.5,Y
2083,7,2.205952168,HADGEM2-ES_4.5,4.5,Y
2084,7,3.130914211,HADGEM2-ES_4.5,4.5,Y
2085,7,2.767118931,HADGEM2-ES_4.5,4.5,Y
2086,7,2.026956081,HADGEM2-ES_4.5,4.5,Y
2087,7,2.545809269,HADGEM2-ES_4.5,4.5,Y
2088,7,1.608456135,HADGEM2-ES_4.5,4.5,Y
2089,7,1.696956158,HADGEM2-ES_4.5,4.5,Y
2090,7,2.40184164,HADGEM2-ES_4.5,4.5,Y
2091,7,2.087040424,HADGEM2-ES_4.5,4.5,Y
2092,7,2.48230505,HADGEM2-ES_4.5,4.5,Y
2093,7,1.646156311,HADGEM2-ES_4.5,4.5,Y
2094,7,2.639199734,HADGEM2-ES_4.5,4.5,Y
2095,7,3.048420429,HADGEM2-ES_4.5,4.5,Y
2096,7,2.552187443,HADGEM2-ES_4.5,4.5,Y
2097,7,2.427665234,HADGEM2-ES_4.5,4.5,Y
2098,7,2.580731869,HADGEM2-ES_4.5,4.5,Y
2099,7,2.37869978,HADGEM2-ES_4.5,4.5,Y
2022,7,-0.18091011,IPSL-CM5A-LR_4.5,4.5,N
2023,7,0.627103329,IPSL-CM5A-LR_4.5,4.5,N
2024,7,-0.570620537,IPSL-CM5A-LR_4.5,4.5,N
2025,7,-0.363832474,IPSL-CM5A-LR_4.5,4.5,N
2026,7,1.009306431,IPSL-CM5A-LR_4.5,4.5,N
