YEAR,INDEX,TEMP,MODEL,SERIES,USED
2056,1,1.711641312,CESM1-CAM5_4.5,4.5,N
2057,1,1.400331497,CESM1-CAM5_4.5,4.5,N
2058,1,2.027395248,CESM1-CAM5_4.5,4.5,N
2059,1,2.285106659,CESM1-CAM5_4.5,4.5,N
2060,1,2.133468628,CESM1-CAM5_4.5,4.5,N
2061,1,0.970259666,CESM1-CAM5_4.5,4.5,N
2062,1,0.451093674,CESM1-CAM5_4.5,4.5,N
2063,1,0.229537964,CESM1-CAM5_4.5,4.5,N
2064,1,2.599164009,CESM1-CAM5_4.5,4.5,N
2065,1,1.293349266,CESM1-CAM5_4.5,4.5,N
2066,1,2.379845619,CESM1-CAM5_4.5,4.5,N
2067,1,3.284603119,CESM1-CAM5_4.5,4.5,N
2068,1,2.88073349,CESM1-CAM5_4.5,4.5,N
2069,1,2.496401787,CESM1-CAM5_4.5,4.5,N
2070,1,1.989042282,CESM1-CAM5_4.5,4.5,N
2071,1,0.072564125,CESM1-CAM5_4.5,4.5,N
2072,1,1.744818687,CESM1-CAM5_4.5,4.5,N
2073,1,2.846793175,CESM1-CAM5_4.5,4.5,N
2074,1,1.697964668,CESM1-CAM5_4.5,4.5,N
2075,1,2.125216484,CESM1-CAM5_4.5,4.5,N
2076,1,2.650695801,CESM1-CAM5_4.5,4.5,N
2077,1,1.837650299,CESM1-CAM5_4.5,4.5,N
2078,1,0.874952316,CESM1-CAM5_4.5,4.5,N
2079,1,1.155207634,CESM1-CAM5_4.5,4.5,N
2080,1,1.001254082,CESM1-CAM5_4.5,4.5,N
2081,1,1.847842216,CESM1-CAM5_4.5,4.5,N
2082,1,2.872667313,CESM1-CAM5_4.5,4.5,N
2083,1,1.088356972,CESM1-CAM5_4.5,4.5,N
2084,1,1.431342125,CESM1-CAM5_4.5,4.5,N
2085,1,3.253149986,CESM1-CAM5_4.5,4.5,N
2086,1,2.689691544,CESM1-CAM5_4.5,4.5,N
2087,1,2.222690582,CESM1-CAM5_4.5,4.5,N
2088,1,2.912230492,CESM1-CAM5_4.5,4.5,N
2089,1,3.20608139,CESM1-CAM5_4.5,4.5,N
2090,1,3.318528175,CESM1-CAM5_4.5,4.5,N
2091,1,1.547071457,CESM1-CAM5_4.5,4.5,N
2092,1,1.704756737,CESM1-CAM5_4.5,4.5,N
2093,1,3.330932617,CESM1-CAM5_4.5,4.5,N
2094,1,1.556544304,CESM1-CAM5_4.5,4.5,N
2095,1,2.594237328,CESM1-CAM5_4.5,4.5,N
2096,1,2.792432785,CESM1-CAM5_4.5,4.5,N
2097,1,1.800310135,CESM1-CAM5_4.5,4.5,N
2098,1,1.994557381,CESM1-CAM5_4.5,4.5,N
2099,1,1.814574242,CESM1-CAM5_4.5,4.5,N
2022,1,1.891013145,CMCC-CM_4.5,4.5,N
2023,1,0.933574677,CMCC-CM_4.5,4.5,N
2024,1,0.975049973,CMCC-CM_4.5,4.5,N
2025,1,0.105146408,CMCC-CM_4.5,4.5,N
2026,1,0.409694672,CMCC-CM_4.5,4.5,N
2027,1,-0.207850456,CMCC-CM_4.5,4.5,N
2028,1,0.684186935,CMCC-CM_4.5,4.5,N
2029,1,-0.440979004,CMCC-CM_4.5,4.5,N
2030,1,0.122114182,CMCC-CM_4.5,4.5,N
2031,1,0.035115242,CMCC-CM_4.5,4.5,N
2032,1,-0.733484268,CMCC-CM_4.5,4.5,N
2033,1,-0.170653343,CMCC-CM_4.5,4.5,N
2034,1,0.45643425,CMCC-CM_4.5,4.5,N
2035,1,1.314871788,CMCC-CM_4.5,4.5,N
2036,1,0.411016464,CMCC-CM_4.5,4.5,N
2037,1,0.082549095,CMCC-CM_4.5,4.5,N
2038,1,0.752182961,CMCC-CM_4.5,4.5,N
2039,1,0.891207695,CMCC-CM_4.5,4.5,N
2040,1,0.937880516,CMCC-CM_4.5,4.5,N
2041,1,0.473356247,CMCC-CM_4.5,4.5,N
2042,1,1.265616417,CMCC-CM_4.5,4.5,N
2043,1,0.415008545,CMCC-CM_4.5,4.5,N
2044,1,1.316604614,CMCC-CM_4.5,4.5,N
2045,1,0.914458275,CMCC-CM_4.5,4.5,N
2046,1,0.429148674,CMCC-CM_4.5,4.5,N
2047,1,0.457408905,CMCC-CM_4.5,4.5,N
2048,1,1.895230293,CMCC-CM_4.5,4.5,N
2049,1,1.506211281,CMCC-CM_4.5,4.5,N
2050,1,-0.291189194,CMCC-CM_4.5,4.5,N
2051,1,-0.3720541,CMCC-CM_4.5,4.5,N
2052,1,0.850004196,CMCC-CM_4.5,4.5,N
2053,1,0.916969299,CMCC-CM_4.5,4.5,N
2054,1,1.015600204,CMCC-CM_4.5,4.5,N
2055,1,1.459784508,CMCC-CM_4.5,4.5,N
2056,1,-0.145373344,CMCC-CM_4.5,4.5,N
2057,1,0.985586166,CMCC-CM_4.5,4.5,N
2058,1,0.976448059,CMCC-CM_4.5,4.5,N
2059,1,2.122379303,CMCC-CM_4.5,4.5,N
2060,1,1.441897392,CMCC-CM_4.5,4.5,N
2061,1,1.098611832,CMCC-CM_4.5,4.5,N
2062,1,1.890148163,CMCC-CM_4.5,4.5,N
2063,1,1.435965538,CMCC-CM_4.5,4.5,N
2064,1,1.9498806,CMCC-CM_4.5,4.5,N
2065,1,0.65263176,CMCC-CM_4.5,4.5,N
2066,1,0.129808426,CMCC-CM_4.5,4.5,N
2067,1,0.8907547,CMCC-CM_4.5,4.5,N
2068,1,0.884446144,CMCC-CM_4.5,4.5,N
2069,1,1.585213661,CMCC-CM_4.5,4.5,N
2070,1,0.93571949,CMCC-CM_4.5,4.5,N
2071,1,2.237851143,CMCC-CM_4.5,4.5,N
2072,1,1.774205208,CMCC-CM_4.5,4.5,N
2073,1,1.659276962,CMCC-CM_4.5,4.5,N
2074,1,1.09827137,CMCC-CM_4.5,4.5,N
2075,1,1.220576286,CMCC-CM_4.5,4.5,N
2076,1,2.534123421,CMCC-CM_4.5,4.5,N
2077,1,1.664836884,CMCC-CM_4.5,4.5,N
2078,1,1.306756973,CMCC-CM_4.5,4.5,N
2079,1,1.730661392,CMCC-CM_4.5,4.5,N
2080,1,0.826024055,CMCC-CM_4.5,4.5,N
2081,1,0.73580265,CMCC-CM_4.5,4.5,N
2082,1,1.704798698,CMCC-CM_4.5,4.5,N
2083,1,0.944582939,CMCC-CM_4.5,4.5,N
2084,1,2.015715599,CMCC-CM_4.5,4.5,N
2085,1,1.563347816,CMCC-CM_4.5,4.5,N
2086,1,2.662381172,CMCC-CM_4.5,4.5,N
2087,1,2.105791092,CMCC-CM_4.5,4.5,N
2088,1,2.608459473,CMCC-CM_4.5,4.5,N
2089,1,2.636416435,CMCC-CM_4.5,4.5,N
2090,1,2.349610329,CMCC-CM_4.5,4.5,N
2091,1,2.117927551,CMCC-CM_4.5,4.5,N
2092,1,1.677500725,CMCC-CM_4.5,4.5,N
2093,1,1.298144341,CMCC-CM_4.5,4.5,N
2094,1,1.794056892,CMCC-CM_4.5,4.5,N
2095,1,1.816542625,CMCC-CM_4.5,4.5,N
2096,1,1.387461662,CMCC-CM_4.5,4.5,N
2097,1,1.19699955,CMCC-CM_4.5,4.5,N
2098,1,1.31616497,CMCC-CM_4.5,4.5,N
2099,1,1.230899811,CMCC-CM_4.5,4.5,N
2022,1,0.329015732,GFDL-ESM2G_4.5,4.5,N
2023,1,2.242411613,GFDL-ESM2G_4.5,4.5,N
2024,1,1.333971024,GFDL-ESM2G_4.5,4.5,N
2025,1,0.865241051,GFDL-ESM2G_4.5,4.5,N
2026,1,-0.900126457,GFDL-ESM2G_4.5,4.5,N
2027,1,0.867256165,GFDL-ESM2G_4.5,4.5,N
2028,1,0.110638618,GFDL-ESM2G_4.5,4.5,N
2029,1,1.653857231,GFDL-ESM2G_4.5,4.5,N
2030,1,1.481561661,GFDL-ESM2G_4.5,4.5,N
2031,1,1.393052101,GFDL-ESM2G_4.5,4.5,N
2032,1,1.391551971,GFDL-ESM2G_4.5,4.5,N
2033,1,-0.13617897,GFDL-ESM2G_4.5,4.5,N
2034,1,-1.070892334,GFDL-ESM2G_4.5,4.5,N
2035,1,1.816850662,GFDL-ESM2G_4.5,4.5,N
2036,1,1.742922783,GFDL-ESM2G_4.5,4.5,N
2037,1,0.59649086,GFDL-ESM2G_4.5,4.5,N
2038,1,0.843313217,GFDL-ESM2G_4.5,4.5,N
2039,1,0.151597977,GFDL-ESM2G_4.5,4.5,N
2040,1,1.049171448,GFDL-ESM2G_4.5,4.5,N
2041,1,1.16287899,GFDL-ESM2G_4.5,4.5,N
2042,1,0.916963577,GFDL-ESM2G_4.5,4.5,N
2043,1,-0.027882576,GFDL-ESM2G_4.5,4.5,N
2044,1,1.560610771,GFDL-ESM2G_4.5,4.5,N
2045,1,-0.09094429,GFDL-ESM2G_4.5,4.5,N
2046,1,0.841551781,GFDL-ESM2G_4.5,4.5,N
2047,1,2.838768959,GFDL-ESM2G_4.5,4.5,N
2048,1,1.21741581,GFDL-ESM2G_4.5,4.5,N
2049,1,0.976989746,GFDL-ESM2G_4.5,4.5,N
2050,1,1.434394836,GFDL-ESM2G_4.5,4.5,N
2051,1,2.053569794,GFDL-ESM2G_4.5,4.5,N
2052,1,1.568094254,GFDL-ESM2G_4.5,4.5,N
2053,1,2.22492981,GFDL-ESM2G_4.5,4.5,N
2054,1,1.855900764,GFDL-ESM2G_4.5,4.5,N
2055,1,1.793838501,GFDL-ESM2G_4.5,4.5,N
2056,1,1.718402863,GFDL-ESM2G_4.5,4.5,N
2057,1,1.090847015,GFDL-ESM2G_4.5,4.5,N
2058,1,2.005113602,GFDL-ESM2G_4.5,4.5,N
2059,1,1.67642498,GFDL-ESM2G_4.5,4.5,N
2060,1,1.672519684,GFDL-ESM2G_4.5,4.5,N
2061,1,1.581190109,GFDL-ESM2G_4.5,4.5,N
2062,1,0.487380028,GFDL-ESM2G_4.5,4.5,N
2063,1,0.192651749,GFDL-ESM2G_4.5,4.5,N
2064,1,3.803804398,GFDL-ESM2G_4.5,4.5,N
2065,1,2.159952164,GFDL-ESM2G_4.5,4.5,N
2066,1,2.921466827,GFDL-ESM2G_4.5,4.5,N
2067,1,3.829904556,GFDL-ESM2G_4.5,4.5,N
2068,1,2.56994915,GFDL-ESM2G_4.5,4.5,N
2069,1,1.330734253,GFDL-ESM2G_4.5,4.5,N
2070,1,1.164834023,GFDL-ESM2G_4.5,4.5,N
2071,1,0.278335571,GFDL-ESM2G_4.5,4.5,N
2072,1,2.320856094,GFDL-ESM2G_4.5,4.5,N
2073,1,2.042426109,GFDL-ESM2G_4.5,4.5,N
2074,1,1.643035889,GFDL-ESM2G_4.5,4.5,N
2075,1,2.744350433,GFDL-ESM2G_4.5,4.5,N
2076,1,0.920477867,GFDL-ESM2G_4.5,4.5,N
2077,1,4.185367584,GFDL-ESM2G_4.5,4.5,N
2078,1,3.309123993,GFDL-ESM2G_4.5,4.5,N
2079,1,1.885704041,GFDL-ESM2G_4.5,4.5,N
2080,1,1.720157623,GFDL-ESM2G_4.5,4.5,N
2081,1,-0.064517975,GFDL-ESM2G_4.5,4.5,N
2082,1,-0.224164009,GFDL-ESM2G_4.5,4.5,N
2083,1,1.413346291,GFDL-ESM2G_4.5,4.5,N
2084,1,1.166903496,GFDL-ESM2G_4.5,4.5,N
2085,1,1.028927803,GFDL-ESM2G_4.5,4.5,N
2086,1,1.628749847,GFDL-ESM2G_4.5,4.5,N
2087,1,1.406071663,GFDL-ESM2G_4.5,4.5,N
2088,1,1.613858223,GFDL-ESM2G_4.5,4.5,N
2089,1,2.869936943,GFDL-ESM2G_4.5,4.5,N
2090,1,4.228543282,GFDL-ESM2G_4.5,4.5,N
2091,1,0.752483368,GFDL-ESM2G_4.5,4.5,N
2092,1,1.024908066,GFDL-ESM2G_4.5,4.5,N
2093,1,1.904162407,GFDL-ESM2G_4.5,4.5,N
2094,1,3.243305206,GFDL-ESM2G_4.5,4.5,N
2095,1,2.683562279,GFDL-ESM2G_4.5,4.5,N
2096,1,1.59731102,GFDL-ESM2G_4.5,4.5,N
2097,1,1.536858559,GFDL-ESM2G_4.5,4.5,N
2098,1,2.303832054,GFDL-ESM2G_4.5,4.5,N
2099,1,3.269201279,GFDL-ESM2G_4.5,4.5,N
2022,1,1.129887581,HADGEM2-ES_4.5,4.5,Y
2023,1,1.605036736,HADGEM2-ES_4.5,4.5,Y
2024,1,0.748792648,HADGEM2-ES_4.5,4.5,Y
2025,1,0.726019859,HADGEM2-ES_4.5,4.5,Y
2026,1,0.855193138,HADGEM2-ES_4.5,4.5,Y
2027,1,1.271589279,HADGEM2-ES_4.5,4.5,Y
2028,1,0.603365898,HADGEM2-ES_4.5,4.5,Y
2029,1,0.931025505,HADGEM2-ES_4.5,4.5,Y
2030,1,0.506559372,HADGEM2-ES_4.5,4.5,Y
2031,1,1.532120705,HADGEM2-ES_4.5,4.5,Y
2032,1,1.825817108,HADGEM2-ES_4.5,4.5,Y
2033,1,1.066652298,HADGEM2-ES_4.5,4.5,Y
2034,1,1.919252396,HADGEM2-ES_4.5,4.5,Y
2035,1,1.087832451,HADGEM2-ES_4.5,4.5,Y
2036,1,0.57462883,HADGEM2-ES_4.5,4.5,Y
2037,1,1.461157799,HADGEM2-ES_4.5,4.5,Y
2038,1,0.934217453,HADGEM2-ES_4.5,4.5,Y
2039,1,0.890758514,HADGEM2-ES_4.5,4.5,Y
2040,1,0.14702034,HADGEM2-ES_4.5,4.5,Y
2041,1,1.556588173,HADGEM2-ES_4.5,4.5,Y
2042,1,-0.120993614,HADGEM2-ES_4.5,4.5,Y
2043,1,1.710756302,HADGEM2-ES_4.5,4.5,Y
2044,1,2.000947952,HADGEM2-ES_4.5,4.5,Y
2045,1,2.144266129,HADGEM2-ES_4.5,4.5,Y
2046,1,2.457586288,HADGEM2-ES_4.5,4.5,Y
2047,1,2.657515526,HADGEM2-ES_4.5,4.5,Y
2048,1,2.513028145,HADGEM2-ES_4.5,4.5,Y
2049,1,1.923461914,HADGEM2-ES_4.5,4.5,Y
2050,1,2.019944191,HADGEM2-ES_4.5,4.5,Y
2051,1,0.926312447,HADGEM2-ES_4.5,4.5,Y
2052,1,2.022343636,HADGEM2-ES_4.5,4.5,Y
2053,1,1.798395157,HADGEM2-ES_4.5,4.5,Y
2054,1,1.777411461,HADGEM2-ES_4.5,4.5,Y
2055,1,2.369170189,HADGEM2-ES_4.5,4.5,Y
2056,1,2.175409317,HADGEM2-ES_4.5,4.5,Y
2057,1,1.992089272,HADGEM2-ES_4.5,4.5,Y
2058,1,2.92847538,HADGEM2-ES_4.5,4.5,Y
2059,1,2.213610649,HADGEM2-ES_4.5,4.5,Y
2060,1,1.272707939,HADGEM2-ES_4.5,4.5,Y
2061,1,2.625686646,HADGEM2-ES_4.5,4.5,Y
2062,1,2.761133194,HADGEM2-ES_4.5,4.5,Y
2063,1,2.079549789,HADGEM2-ES_4.5,4.5,Y
2064,1,2.56713295,HADGEM2-ES_4.5,4.5,Y
2065,1,2.285844803,HADGEM2-ES_4.5,4.5,Y
2066,1,3.12552166,HADGEM2-ES_4.5,4.5,Y
2067,1,2.473502159,HADGEM2-ES_4.5,4.5,Y
2068,1,3.092082024,HADGEM2-ES_4.5,4.5,Y
2069,1,2.345176697,HADGEM2-ES_4.5,4.5,Y
2070,1,2.094571114,HADGEM2-ES_4.5,4.5,Y
2071,1,2.121097565,HADGEM2-ES_4.5,4.5,Y
2072,1,3.058247566,HADGEM2-ES_4.5,4.5,Y
2073,1,3.634709358,HADGEM2-ES_4.5,4.5,Y
2074,1,3.398259163,HADGEM2-ES_4.5,4.5,Y
2075,1,2.278707504,HADGEM2-ES_4.5,4.5,Y
2076,1,3.02325058,HADGEM2-ES_4.5,4.5,Y
2077,1,3.544424057,HADGEM2-ES_4.5,4.5,Y
2078,1,5.073045731,HADGEM2-ES_4.5,4.5,Y
2079,1,3.916576385,HADGEM2-ES_4.5,4.5,Y
2080,1,2.406827927,HADGEM2-ES_4.5,4.5,Y
2081,1,1.903059006,HADGEM2-ES_4.5,4.5,Y
2082,1,2.537522316,HADGEM2-ES_4.5,4.5,Y
2083,1,2.708820343,HADGEM2-ES_4.5,4.5,Y
2084,1,3.907298088,HADGEM2-ES_4.5,4.5,Y
2085,1,3.054021835,HADGEM2-ES_4.5,4.5,Y
2086,1,2.325596809,HADGEM2-ES_4.5,4.5,Y
2087,1,2.664748192,HADGEM2-ES_4.5,4.5,Y
2088,1,2.923933029,HADGEM2-ES_4.5,4.5,Y
2089,1,1.871072769,HADGEM2-ES_4.5,4.5,Y
2090,1,2.603345871,HADGEM2-ES_4.5,4.5,Y
2091,1,1.823918343,HADGEM2-ES_4.5,4.5,Y
2092,1,2.800603867,HADGEM2-ES_4.5,4.5,Y
2093,1,2.736068726,HADGEM2-ES_4.5,4.5,Y
2094,1,2.346558571,HADGEM2-ES_4.5,4.5,Y
2095,1,3.791737556,HADGEM2-ES_4.5,4.5,Y
2096,1,3.091835022,HADGEM2-ES_4.5,4.5,Y
2097,1,2.918812752,HADGEM2-ES_4.5,4.5,Y
2098,1,3.077795029,HADGEM2-ES_4.5,4.5,Y
2099,1,3.464607239,HADGEM2-ES_4.5,4.5,Y
2022,1,-1.580927849,IPSL-CM5A-LR_4.5,4.5,N
2023,1,0.712407112,IPSL-CM5A-LR_4.5,4.5,N
2024,1,0.568762779,IPSL-CM5A-LR_4.5,4.5,N
2025,1,2.065952301,IPSL-CM5A-LR_4.5,4.5,N
2026,1,2.43873024,IPSL-CM5A-LR_4.5,4.5,N
2027,1,0.686999321,IPSL-CM5A-LR_4.5,4.5,N
2028,1,1.276753426,IPSL-CM5A-LR_4.5,4.5,N
2029,1,0.628652573,IPSL-CM5A-LR_4.5,4.5,N
2030,1,1.772849083,IPSL-CM5A-LR_4.5,4.5,N
2031,1,0.917744637,IPSL-CM5A-LR_4.5,4.5,N
2032,1,1.855421066,IPSL-CM5A-LR_4.5,4.5,N
2033,1,0.55642128,IPSL-CM5A-LR_4.5,4.5,N
2034,1,0.785745621,IPSL-CM5A-LR_4.5,4.5,N
2035,1,1.621125221,IPSL-CM5A-LR_4.5,4.5,N
2036,1,0.792793274,IPSL-CM5A-LR_4.5,4.5,N
2037,1,0.899563789,IPSL-CM5A-LR_4.5,4.5,N
2038,1,0.414798737,IPSL-CM5A-LR_4.5,4.5,N
2039,1,0.008353233,IPSL-CM5A-LR_4.5,4.5,N
2040,1,1.064401627,IPSL-CM5A-LR_4.5,4.5,N
2041,1,1.007392883,IPSL-CM5A-LR_4.5,4.5,N
2042,1,1.455714226,IPSL-CM5A-LR_4.5,4.5,N
2043,1,2.007416725,IPSL-CM5A-LR_4.5,4.5,N
2044,1,1.180098534,IPSL-CM5A-LR_4.5,4.5,N
2045,1,2.86777401,IPSL-CM5A-LR_4.5,4.5,N
2046,1,0.270525932,IPSL-CM5A-LR_4.5,4.5,N
2047,1,3.512236595,IPSL-CM5A-LR_4.5,4.5,N
2048,1,2.272405624,IPSL-CM5A-LR_4.5,4.5,N
2049,1,2.463407516,IPSL-CM5A-LR_4.5,4.5,N
2050,1,2.721736908,IPSL-CM5A-LR_4.5,4.5,N
2051,1,1.163840294,IPSL-CM5A-LR_4.5,4.5,N
2052,1,2.777258873,IPSL-CM5A-LR_4.5,4.5,N
2053,1,3.695363045,IPSL-CM5A-LR_4.5,4.5,N
2054,1,0.18225956,IPSL-CM5A-LR_4.5,4.5,N
2055,1,2.12345314,IPSL-CM5A-LR_4.5,4.5,N
2056,1,2.127868652,IPSL-CM5A-LR_4.5,4.5,N
2057,1,-1.11493969,IPSL-CM5A-LR_4.5,4.5,N
2058,1,2.027468681,IPSL-CM5A-LR_4.5,4.5,N
2059,1,0.904675484,IPSL-CM5A-LR_4.5,4.5,N
2060,1,2.202604294,IPSL-CM5A-LR_4.5,4.5,N
2061,1,2.000626564,IPSL-CM5A-LR_4.5,4.5,N
2062,1,2.574558258,IPSL-CM5A-LR_4.5,4.5,N
2063,1,3.783600807,IPSL-CM5A-LR_4.5,4.5,N
2064,1,0.940266609,IPSL-CM5A-LR_4.5,4.5,N
2065,1,2.887015343,IPSL-CM5A-LR_4.5,4.5,N
2066,1,2.694314003,IPSL-CM5A-LR_4.5,4.5,N
2067,1,1.620094299,IPSL-CM5A-LR_4.5,4.5,N
2068,1,2.01573658,IPSL-CM5A-LR_4.5,4.5,N
2069,1,2.247084618,IPSL-CM5A-LR_4.5,4.5,N
2070,1,1.977433205,IPSL-CM5A-LR_4.5,4.5,N
2071,1,1.008176804,IPSL-CM5A-LR_4.5,4.5,N
2072,1,1.168787003,IPSL-CM5A-LR_4.5,4.5,N
2073,1,-0.074006081,IPSL-CM5A-LR_4.5,4.5,N
2074,1,2.335565567,IPSL-CM5A-LR_4.5,4.5,N
2075,1,2.347243309,IPSL-CM5A-LR_4.5,4.5,N
2076,1,3.989226341,IPSL-CM5A-LR_4.5,4.5,N
2077,1,3.557891846,IPSL-CM5A-LR_4.5,4.5,N
2078,1,3.168265343,IPSL-CM5A-LR_4.5,4.5,N
2079,1,3.474816322,IPSL-CM5A-LR_4.5,4.5,N
2080,1,3.021715164,IPSL-CM5A-LR_4.5,4.5,N
2081,1,3.198309898,IPSL-CM5A-LR_4.5,4.5,N
2082,1,2.48913765,IPSL-CM5A-LR_4.5,4.5,N
2083,1,3.504416466,IPSL-CM5A-LR_4.5,4.5,N
2084,1,1.050339699,IPSL-CM5A-LR_4.5,4.5,N
2085,1,1.344051361,IPSL-CM5A-LR_4.5,4.5,N
2086,1,1.897563934,IPSL-CM5A-LR_4.5,4.5,N
2087,1,2.071818352,IPSL-CM5A-LR_4.5,4.5,N
2088,1,1.708502769,IPSL-CM5A-LR_4.5,4.5,N
2089,1,2.002389908,IPSL-CM5A-LR_4.5,4.5,N
2090,1,1.662535667,IPSL-CM5A-LR_4.5,4.5,N
2091,1,1.540060997,IPSL-CM5A-LR_4.5,4.5,N
2092,1,3.835521698,IPSL-CM5A-LR_4.5,4.5,N
2093,1,1.62618351,IPSL-CM5A-LR_4.5,4.5,N
2094,1,1.44849968,IPSL-CM5A-LR_4.5,4.5,N
2095,1,1.250928879,IPSL-CM5A-LR_4.5,4.5,N
2096,1,1.660458565,IPSL-CM5A-LR_4.5,4.5,N
2097,1,3.790113449,IPSL-CM5A-LR_4.5,4.5,N
2098,1,2.044225693,IPSL-CM5A-LR_4.5,4.5,N
2099,1,3.895194054,IPSL-CM5A-LR_4.5,4.5,N
2022,1,0.329301834,IPSL-CM5A-MR_4.5,4.5,N
2023,1,1.069531441,IPSL-CM5A-MR_4.5,4.5,N
2024,1,2.012881279,IPSL-CM5A-MR_4.5,4.5,N
2025,1,1.161513329,IPSL-CM5A-MR_4.5,4.5,N
2026,1,0.474268913,IPSL-CM5A-MR_4.5,4.5,N
2027,1,0.3921175,IPSL-CM5A-MR_4.5,4.5,N
2028,1,1.457300186,IPSL-CM5A-MR_4.5,4.5,N
2029,1,0.504294395,IPSL-CM5A-MR_4.5,4.5,N
2030,1,1.492277145,IPSL-CM5A-MR_4.5,4.5,N
2031,1,1.843426704,IPSL-CM5A-MR_4.5,4.5,N
2032,1,-1.129973412,IPSL-CM5A-MR_4.5,4.5,N
2033,1,2.252118111,IPSL-CM5A-MR_4.5,4.5,N
2034,1,0.805987358,IPSL-CM5A-MR_4.5,4.5,N
2035,1,1.963049889,IPSL-CM5A-MR_4.5,4.5,N
2036,1,0.658946037,IPSL-CM5A-MR_4.5,4.5,N
2037,1,2.011828423,IPSL-CM5A-MR_4.5,4.5,N
2038,1,0.473469734,IPSL-CM5A-MR_4.5,4.5,N
2039,1,1.80308342,IPSL-CM5A-MR_4.5,4.5,N
2040,1,1.54901886,IPSL-CM5A-MR_4.5,4.5,N
2041,1,1.617833138,IPSL-CM5A-MR_4.5,4.5,N
2042,1,0.427424431,IPSL-CM5A-MR_4.5,4.5,N
2043,1,0.392203331,IPSL-CM5A-MR_4.5,4.5,N
2044,1,-0.05177021,IPSL-CM5A-MR_4.5,4.5,N
2045,1,2.165941238,IPSL-CM5A-MR_4.5,4.5,N
2046,1,1.76563549,IPSL-CM5A-MR_4.5,4.5,N
2047,1,1.084590912,IPSL-CM5A-MR_4.5,4.5,N
2048,1,0.082744598,IPSL-CM5A-MR_4.5,4.5,N
2049,1,1.241147041,IPSL-CM5A-MR_4.5,4.5,N
2050,1,2.933097839,IPSL-CM5A-MR_4.5,4.5,N
2051,1,1.969424248,IPSL-CM5A-MR_4.5,4.5,N
2052,1,2.133948326,IPSL-CM5A-MR_4.5,4.5,N
2053,1,0.952039719,IPSL-CM5A-MR_4.5,4.5,N
2054,1,0.112631798,IPSL-CM5A-MR_4.5,4.5,N
2055,1,1.039653778,IPSL-CM5A-MR_4.5,4.5,N
2056,1,1.028337479,IPSL-CM5A-MR_4.5,4.5,N
2057,1,1.742588997,IPSL-CM5A-MR_4.5,4.5,N
2058,1,2.651597023,IPSL-CM5A-MR_4.5,4.5,N
2059,1,0.793587685,IPSL-CM5A-MR_4.5,4.5,N
2060,1,2.172602654,IPSL-CM5A-MR_4.5,4.5,N
2061,1,1.255381584,IPSL-CM5A-MR_4.5,4.5,N
2062,1,0.921409607,IPSL-CM5A-MR_4.5,4.5,N
2063,1,0.471286774,IPSL-CM5A-MR_4.5,4.5,N
2064,1,1.10277462,IPSL-CM5A-MR_4.5,4.5,N
2065,1,2.346711159,IPSL-CM5A-MR_4.5,4.5,N
2066,1,1.940174103,IPSL-CM5A-MR_4.5,4.5,N
2067,1,2.431995392,IPSL-CM5A-MR_4.5,4.5,N
2068,1,2.070951462,IPSL-CM5A-MR_4.5,4.5,N
2069,1,1.714814186,IPSL-CM5A-MR_4.5,4.5,N
2070,1,2.100206375,IPSL-CM5A-MR_4.5,4.5,N
2071,1,1.991796494,IPSL-CM5A-MR_4.5,4.5,N
2072,1,1.828042984,IPSL-CM5A-MR_4.5,4.5,N
2073,1,2.369966507,IPSL-CM5A-MR_4.5,4.5,N
2074,1,1.788339615,IPSL-CM5A-MR_4.5,4.5,N
2075,1,2.139497757,IPSL-CM5A-MR_4.5,4.5,N
2076,1,2.437552452,IPSL-CM5A-MR_4.5,4.5,N
2077,1,2.4576931,IPSL-CM5A-MR_4.5,4.5,N
2078,1,1.82058239,IPSL-CM5A-MR_4.5,4.5,N
2079,1,2.422973633,IPSL-CM5A-MR_4.5,4.5,N
2080,1,2.086465836,IPSL-CM5A-MR_4.5,4.5,N
