YEAR,INDEX,TEMP,MODEL,SERIES,USED
2081,1,2.358392715,IPSL-CM5A-MR_4.5,4.5,N
2082,1,1.661906242,IPSL-CM5A-MR_4.5,4.5,N
2083,1,1.756756783,IPSL-CM5A-MR_4.5,4.5,N
2084,1,0.560715675,IPSL-CM5A-MR_4.5,4.5,N
2085,1,1.619720459,IPSL-CM5A-MR_4.5,4.5,N
2086,1,2.591080666,IPSL-CM5A-MR_4.5,4.5,N
2087,1,1.811760902,IPSL-CM5A-MR_4.5,4.5,N
2088,1,2.906996727,IPSL-CM5A-MR_4.5,4.5,N
2089,1,1.048173904,IPSL-CM5A-MR_4.5,4.5,N
2090,1,2.96856308,IPSL-CM5A-MR_4.5,4.5,N
2091,1,2.353727341,IPSL-CM5A-MR_4.5,4.5,N
2092,1,2.370488167,IPSL-CM5A-MR_4.5,4.5,N
2093,1,3.050602913,IPSL-CM5A-MR_4.5,4.5,N
2094,1,1.531481743,IPSL-CM5A-MR_4.5,4.5,N
2095,1,2.20608902,IPSL-CM5A-MR_4.5,4.5,N
2096,1,1.669857025,IPSL-CM5A-MR_4.5,4.5,N
2097,1,1.107756615,IPSL-CM5A-MR_4.5,4.5,N
2098,1,1.562476158,IPSL-CM5A-MR_4.5,4.5,N
2099,1,2.815275192,IPSL-CM5A-MR_4.5,4.5,N
2022,1,0.696782112,MIROC5_4.5,4.5,Y
2023,1,-0.13862133,MIROC5_4.5,4.5,Y
2024,1,-0.404587746,MIROC5_4.5,4.5,Y
2025,1,-0.433215141,MIROC5_4.5,4.5,Y
2026,1,1.32908535,MIROC5_4.5,4.5,Y
2027,1,1.361051559,MIROC5_4.5,4.5,Y
2028,1,0.616074562,MIROC5_4.5,4.5,Y
2029,1,-0.164243698,MIROC5_4.5,4.5,Y
2030,1,0.277945518,MIROC5_4.5,4.5,Y
2031,1,1.11312294,MIROC5_4.5,4.5,Y
2032,1,0.856693268,MIROC5_4.5,4.5,Y
2033,1,1.684734344,MIROC5_4.5,4.5,Y
2034,1,0.655126572,MIROC5_4.5,4.5,Y
2035,1,-0.181689262,MIROC5_4.5,4.5,Y
2036,1,-0.014554024,MIROC5_4.5,4.5,Y
2037,1,1.589492798,MIROC5_4.5,4.5,Y
2038,1,0.746797562,MIROC5_4.5,4.5,Y
2039,1,1.535741806,MIROC5_4.5,4.5,Y
2040,1,-0.550837517,MIROC5_4.5,4.5,Y
2041,1,-0.296969414,MIROC5_4.5,4.5,Y
2042,1,0.711544991,MIROC5_4.5,4.5,Y
2043,1,0.912462234,MIROC5_4.5,4.5,Y
2044,1,1.155162811,MIROC5_4.5,4.5,Y
2045,1,-0.142058372,MIROC5_4.5,4.5,Y
2046,1,0.2970438,MIROC5_4.5,4.5,Y
2047,1,1.217267036,MIROC5_4.5,4.5,Y
2048,1,1.289658546,MIROC5_4.5,4.5,Y
2049,1,1.798735619,MIROC5_4.5,4.5,Y
2050,1,0.181290627,MIROC5_4.5,4.5,Y
2051,1,-0.013593674,MIROC5_4.5,4.5,Y
2052,1,0.753808022,MIROC5_4.5,4.5,Y
2053,1,0.840845108,MIROC5_4.5,4.5,Y
2054,1,2.007741928,MIROC5_4.5,4.5,Y
2055,1,1.337743759,MIROC5_4.5,4.5,Y
2056,1,0.875624657,MIROC5_4.5,4.5,Y
2057,1,-0.471047401,MIROC5_4.5,4.5,Y
2058,1,-0.099938393,MIROC5_4.5,4.5,Y
2059,1,0.385923386,MIROC5_4.5,4.5,Y
2060,1,2.332317352,MIROC5_4.5,4.5,Y
2061,1,1.114624977,MIROC5_4.5,4.5,Y
2062,1,-0.180678368,MIROC5_4.5,4.5,Y
2063,1,0.008090973,MIROC5_4.5,4.5,Y
2064,1,0.722073555,MIROC5_4.5,4.5,Y
2065,1,2.089447975,MIROC5_4.5,4.5,Y
2066,1,1.580958366,MIROC5_4.5,4.5,Y
2067,1,-0.01709938,MIROC5_4.5,4.5,Y
2068,1,0.480547905,MIROC5_4.5,4.5,Y
2069,1,0.676275253,MIROC5_4.5,4.5,Y
2070,1,2.125575066,MIROC5_4.5,4.5,Y
2071,1,2.694848061,MIROC5_4.5,4.5,Y
2072,1,1.364292145,MIROC5_4.5,4.5,Y
2073,1,1.337871552,MIROC5_4.5,4.5,Y
2074,1,0.157917976,MIROC5_4.5,4.5,Y
2075,1,0.072927475,MIROC5_4.5,4.5,Y
2076,1,1.442421913,MIROC5_4.5,4.5,Y
2077,1,0.497784615,MIROC5_4.5,4.5,Y
2078,1,2.163755417,MIROC5_4.5,4.5,Y
2079,1,1.527812958,MIROC5_4.5,4.5,Y
2080,1,1.890262604,MIROC5_4.5,4.5,Y
2081,1,0.249990463,MIROC5_4.5,4.5,Y
2082,1,0.464262009,MIROC5_4.5,4.5,Y
2083,1,0.392897606,MIROC5_4.5,4.5,Y
2084,1,2.820427895,MIROC5_4.5,4.5,Y
2085,1,1.256367683,MIROC5_4.5,4.5,Y
2086,1,1.076115608,MIROC5_4.5,4.5,Y
2087,1,0.551288605,MIROC5_4.5,4.5,Y
2088,1,0.925557137,MIROC5_4.5,4.5,Y
2089,1,2.89191246,MIROC5_4.5,4.5,Y
2090,1,2.173600197,MIROC5_4.5,4.5,Y
2091,1,0.474928856,MIROC5_4.5,4.5,Y
2092,1,1.121271133,MIROC5_4.5,4.5,Y
2093,1,1.182954788,MIROC5_4.5,4.5,Y
2094,1,1.740327835,MIROC5_4.5,4.5,Y
2095,1,2.399939537,MIROC5_4.5,4.5,Y
2096,1,2.08761692,MIROC5_4.5,4.5,Y
2097,1,2.222533226,MIROC5_4.5,4.5,Y
2098,1,1.615098,MIROC5_4.5,4.5,Y
2099,1,2.253930092,MIROC5_4.5,4.5,Y
2022,1,1.375847816,MIROC-ESM_4.5,4.5,Y
2023,1,1.712656975,MIROC-ESM_4.5,4.5,Y
2024,1,2.849806786,MIROC-ESM_4.5,4.5,Y
2025,1,1.16032505,MIROC-ESM_4.5,4.5,Y
2026,1,1.383708,MIROC-ESM_4.5,4.5,Y
2027,1,1.830217361,MIROC-ESM_4.5,4.5,Y
2028,1,1.359950066,MIROC-ESM_4.5,4.5,Y
2029,1,3.012932777,MIROC-ESM_4.5,4.5,Y
2030,1,1.89468956,MIROC-ESM_4.5,4.5,Y
2031,1,1.102672577,MIROC-ESM_4.5,4.5,Y
2032,1,2.432248116,MIROC-ESM_4.5,4.5,Y
2033,1,1.178367615,MIROC-ESM_4.5,4.5,Y
2034,1,2.951425552,MIROC-ESM_4.5,4.5,Y
2035,1,2.379241943,MIROC-ESM_4.5,4.5,Y
2036,1,1.905440331,MIROC-ESM_4.5,4.5,Y
2037,1,2.583434105,MIROC-ESM_4.5,4.5,Y
2038,1,0.759299278,MIROC-ESM_4.5,4.5,Y
2039,1,2.037258148,MIROC-ESM_4.5,4.5,Y
2040,1,2.196914673,MIROC-ESM_4.5,4.5,Y
2041,1,1.081374168,MIROC-ESM_4.5,4.5,Y
2042,1,2.168663979,MIROC-ESM_4.5,4.5,Y
2043,1,2.381484032,MIROC-ESM_4.5,4.5,Y
2044,1,3.648395538,MIROC-ESM_4.5,4.5,Y
2045,1,4.075624466,MIROC-ESM_4.5,4.5,Y
2046,1,1.101088524,MIROC-ESM_4.5,4.5,Y
2047,1,2.407672882,MIROC-ESM_4.5,4.5,Y
2048,1,3.069365501,MIROC-ESM_4.5,4.5,Y
2049,1,2.368415833,MIROC-ESM_4.5,4.5,Y
2050,1,1.721437454,MIROC-ESM_4.5,4.5,Y
2051,1,2.74267292,MIROC-ESM_4.5,4.5,Y
2052,1,1.0382061,MIROC-ESM_4.5,4.5,Y
2053,1,0.685587883,MIROC-ESM_4.5,4.5,Y
2054,1,1.789149284,MIROC-ESM_4.5,4.5,Y
2055,1,1.028344154,MIROC-ESM_4.5,4.5,Y
2056,1,1.168662071,MIROC-ESM_4.5,4.5,Y
2057,1,3.337259293,MIROC-ESM_4.5,4.5,Y
2058,1,3.073654175,MIROC-ESM_4.5,4.5,Y
2059,1,1.369059563,MIROC-ESM_4.5,4.5,Y
2060,1,2.413152695,MIROC-ESM_4.5,4.5,Y
2061,1,2.024894714,MIROC-ESM_4.5,4.5,Y
2062,1,2.814580917,MIROC-ESM_4.5,4.5,Y
2063,1,2.191867828,MIROC-ESM_4.5,4.5,Y
2064,1,3.028606415,MIROC-ESM_4.5,4.5,Y
2065,1,2.181364059,MIROC-ESM_4.5,4.5,Y
2066,1,1.721532822,MIROC-ESM_4.5,4.5,Y
2067,1,2.751719475,MIROC-ESM_4.5,4.5,Y
2068,1,2.83347702,MIROC-ESM_4.5,4.5,Y
2069,1,3.304618835,MIROC-ESM_4.5,4.5,Y
2070,1,3.509307861,MIROC-ESM_4.5,4.5,Y
2071,1,1.908826828,MIROC-ESM_4.5,4.5,Y
2072,1,2.54557991,MIROC-ESM_4.5,4.5,Y
2073,1,3.032124519,MIROC-ESM_4.5,4.5,Y
2074,1,2.130342484,MIROC-ESM_4.5,4.5,Y
2075,1,2.672060013,MIROC-ESM_4.5,4.5,Y
2076,1,3.933805466,MIROC-ESM_4.5,4.5,Y
2077,1,2.965623856,MIROC-ESM_4.5,4.5,Y
2078,1,2.867686272,MIROC-ESM_4.5,4.5,Y
2079,1,1.046097755,MIROC-ESM_4.5,4.5,Y
2080,1,1.965299606,MIROC-ESM_4.5,4.5,Y
2081,1,3.023733139,MIROC-ESM_4.5,4.5,Y
2082,1,2.478551865,MIROC-ESM_4.5,4.5,Y
2083,1,2.004633904,MIROC-ESM_4.5,4.5,Y
2084,1,2.176675797,MIROC-ESM_4.5,4.5,Y
2085,1,1.944401741,MIROC-ESM_4.5,4.5,Y
2086,1,1.486603737,MIROC-ESM_4.5,4.5,Y
2087,1,3.858053207,MIROC-ESM_4.5,4.5,Y
2088,1,1.342481613,MIROC-ESM_4.5,4.5,Y
2089,1,2.911606789,MIROC-ESM_4.5,4.5,Y
2090,1,3.401309013,MIROC-ESM_4.5,4.5,Y
2091,1,2.831064224,MIROC-ESM_4.5,4.5,Y
2092,1,2.821788788,MIROC-ESM_4.5,4.5,Y
2093,1,3.74385643,MIROC-ESM_4.5,4.5,Y
2094,1,2.282674789,MIROC-ESM_4.5,4.5,Y
2095,1,2.752562523,MIROC-ESM_4.5,4.5,Y
2096,1,2.752950668,MIROC-ESM_4.5,4.5,Y
2097,1,3.28289032,MIROC-ESM_4.5,4.5,Y
2098,1,5.178484917,MIROC-ESM_4.5,4.5,Y
2099,1,4.365633965,MIROC-ESM_4.5,4.5,Y
2022,1,1.496558189,MPI-ESM-LR_4.5,4.5,Y
2023,1,-0.225934982,MPI-ESM-LR_4.5,4.5,Y
2024,1,0.702145576,MPI-ESM-LR_4.5,4.5,Y
2025,1,0.579960823,MPI-ESM-LR_4.5,4.5,Y
2026,1,1.330215454,MPI-ESM-LR_4.5,4.5,Y
2027,1,-0.027440071,MPI-ESM-LR_4.5,4.5,Y
2028,1,0.820203781,MPI-ESM-LR_4.5,4.5,Y
2029,1,0.44028759,MPI-ESM-LR_4.5,4.5,Y
2030,1,0.53969574,MPI-ESM-LR_4.5,4.5,Y
2031,1,1.56562233,MPI-ESM-LR_4.5,4.5,Y
2032,1,3.310379982,MPI-ESM-LR_4.5,4.5,Y
2033,1,2.42920208,MPI-ESM-LR_4.5,4.5,Y
2034,1,1.931874275,MPI-ESM-LR_4.5,4.5,Y
2035,1,0.511364937,MPI-ESM-LR_4.5,4.5,Y
2036,1,1.631270409,MPI-ESM-LR_4.5,4.5,Y
2037,1,1.221914291,MPI-ESM-LR_4.5,4.5,Y
2038,1,-0.508665085,MPI-ESM-LR_4.5,4.5,Y
2039,1,1.330159187,MPI-ESM-LR_4.5,4.5,Y
2040,1,0.775670052,MPI-ESM-LR_4.5,4.5,Y
2041,1,0.027171135,MPI-ESM-LR_4.5,4.5,Y
2042,1,1.498515129,MPI-ESM-LR_4.5,4.5,Y
2043,1,0.304514885,MPI-ESM-LR_4.5,4.5,Y
2044,1,2.740473747,MPI-ESM-LR_4.5,4.5,Y
2045,1,0.867825508,MPI-ESM-LR_4.5,4.5,Y
2046,1,0.787306786,MPI-ESM-LR_4.5,4.5,Y
2047,1,2.395472527,MPI-ESM-LR_4.5,4.5,Y
2048,1,0.634145737,MPI-ESM-LR_4.5,4.5,Y
2049,1,-0.077163696,MPI-ESM-LR_4.5,4.5,Y
2050,1,1.108138084,MPI-ESM-LR_4.5,4.5,Y
2051,1,2.316385269,MPI-ESM-LR_4.5,4.5,Y
2052,1,2.75329113,MPI-ESM-LR_4.5,4.5,Y
2053,1,1.724220276,MPI-ESM-LR_4.5,4.5,Y
2054,1,1.385786057,MPI-ESM-LR_4.5,4.5,Y
2055,1,1.475616455,MPI-ESM-LR_4.5,4.5,Y
2056,1,0.788498878,MPI-ESM-LR_4.5,4.5,Y
2057,1,0.636605263,MPI-ESM-LR_4.5,4.5,Y
2058,1,2.134812355,MPI-ESM-LR_4.5,4.5,Y
2059,1,2.112236023,MPI-ESM-LR_4.5,4.5,Y
2060,1,2.166662216,MPI-ESM-LR_4.5,4.5,Y
2061,1,1.561837196,MPI-ESM-LR_4.5,4.5,Y
2062,1,0.597990036,MPI-ESM-LR_4.5,4.5,Y
2063,1,2.680534363,MPI-ESM-LR_4.5,4.5,Y
2064,1,2.002617836,MPI-ESM-LR_4.5,4.5,Y
2065,1,2.071714401,MPI-ESM-LR_4.5,4.5,Y
2066,1,2.441364288,MPI-ESM-LR_4.5,4.5,Y
2067,1,0.850343704,MPI-ESM-LR_4.5,4.5,Y
2068,1,2.797505379,MPI-ESM-LR_4.5,4.5,Y
2069,1,2.146279335,MPI-ESM-LR_4.5,4.5,Y
2070,1,2.631953239,MPI-ESM-LR_4.5,4.5,Y
2071,1,0.80124855,MPI-ESM-LR_4.5,4.5,Y
2072,1,1.081427574,MPI-ESM-LR_4.5,4.5,Y
2073,1,0.169676781,MPI-ESM-LR_4.5,4.5,Y
2074,1,2.29705143,MPI-ESM-LR_4.5,4.5,Y
2075,1,-0.337677956,MPI-ESM-LR_4.5,4.5,Y
2076,1,0.865768433,MPI-ESM-LR_4.5,4.5,Y
2077,1,0.985777855,MPI-ESM-LR_4.5,4.5,Y
2078,1,1.462432861,MPI-ESM-LR_4.5,4.5,Y
2079,1,1.769268036,MPI-ESM-LR_4.5,4.5,Y
2080,1,2.859016418,MPI-ESM-LR_4.5,4.5,Y
2081,1,3.190615654,MPI-ESM-LR_4.5,4.5,Y
2082,1,2.962562561,MPI-ESM-LR_4.5,4.5,Y
2083,1,1.820854187,MPI-ESM-LR_4.5,4.5,Y
2084,1,0.610283852,MPI-ESM-LR_4.5,4.5,Y
2085,1,1.832806587,MPI-ESM-LR_4.5,4.5,Y
2086,1,1.506762505,MPI-ESM-LR_4.5,4.5,Y
2087,1,1.197131157,MPI-ESM-LR_4.5,4.5,Y
2088,1,1.284119606,MPI-ESM-LR_4.5,4.5,Y
2089,1,1.099582672,MPI-ESM-LR_4.5,4.5,Y
2090,1,1.017054558,MPI-ESM-LR_4.5,4.5,Y
2091,1,1.70742321,MPI-ESM-LR_4.5,4.5,Y
2092,1,2.011667252,MPI-ESM-LR_4.5,4.5,Y
2093,1,0.443266869,MPI-ESM-LR_4.5,4.5,Y
2094,1,0.816110611,MPI-ESM-LR_4.5,4.5,Y
2095,1,1.959815979,MPI-ESM-LR_4.5,4.5,Y
2096,1,1.743678093,MPI-ESM-LR_4.5,4.5,Y
2097,1,1.662277222,MPI-ESM-LR_4.5,4.5,Y
2098,1,1.338599205,MPI-ESM-LR_4.5,4.5,Y
2099,1,0.105909348,MPI-ESM-LR_4.5,4.5,Y
2022,1,0.771493912,MPI-ESM-MR_4.5,4.5,Y
2023,1,1.056282997,MPI-ESM-MR_4.5,4.5,Y
2024,1,0.636334419,MPI-ESM-MR_4.5,4.5,Y
2025,1,1.009732246,MPI-ESM-MR_4.5,4.5,Y
2026,1,1.477753639,MPI-ESM-MR_4.5,4.5,Y
2027,1,1.121472359,MPI-ESM-MR_4.5,4.5,Y
2028,1,1.732597351,MPI-ESM-MR_4.5,4.5,Y
2029,1,-0.201353073,MPI-ESM-MR_4.5,4.5,Y
2030,1,1.926792145,MPI-ESM-MR_4.5,4.5,Y
2031,1,0.422676086,MPI-ESM-MR_4.5,4.5,Y
2032,1,0.630937576,MPI-ESM-MR_4.5,4.5,Y
2033,1,0.24633503,MPI-ESM-MR_4.5,4.5,Y
2034,1,0.599218369,MPI-ESM-MR_4.5,4.5,Y
2035,1,-1.155295849,MPI-ESM-MR_4.5,4.5,Y
2036,1,0.477686882,MPI-ESM-MR_4.5,4.5,Y
2037,1,-0.040036201,MPI-ESM-MR_4.5,4.5,Y
2038,1,0.668070793,MPI-ESM-MR_4.5,4.5,Y
2039,1,1.205135345,MPI-ESM-MR_4.5,4.5,Y
2040,1,1.139183044,MPI-ESM-MR_4.5,4.5,Y
2041,1,1.8703022,MPI-ESM-MR_4.5,4.5,Y
2042,1,2.267432213,MPI-ESM-MR_4.5,4.5,Y
2043,1,2.467682838,MPI-ESM-MR_4.5,4.5,Y
2044,1,0.322306633,MPI-ESM-MR_4.5,4.5,Y
2045,1,0.146225929,MPI-ESM-MR_4.5,4.5,Y
2046,1,1.004640579,MPI-ESM-MR_4.5,4.5,Y
2047,1,0.942041397,MPI-ESM-MR_4.5,4.5,Y
2048,1,1.904712677,MPI-ESM-MR_4.5,4.5,Y
2049,1,1.340194702,MPI-ESM-MR_4.5,4.5,Y
2050,1,1.938966751,MPI-ESM-MR_4.5,4.5,Y
2051,1,2.158831596,MPI-ESM-MR_4.5,4.5,Y
2052,1,1.70331955,MPI-ESM-MR_4.5,4.5,Y
2053,1,0.550526619,MPI-ESM-MR_4.5,4.5,Y
2054,1,1.221829414,MPI-ESM-MR_4.5,4.5,Y
2055,1,1.184309006,MPI-ESM-MR_4.5,4.5,Y
2056,1,1.97280407,MPI-ESM-MR_4.5,4.5,Y
2057,1,0.89746666,MPI-ESM-MR_4.5,4.5,Y
2058,1,1.315826416,MPI-ESM-MR_4.5,4.5,Y
2059,1,1.100967407,MPI-ESM-MR_4.5,4.5,Y
2060,1,1.877827644,MPI-ESM-MR_4.5,4.5,Y
2061,1,2.669575691,MPI-ESM-MR_4.5,4.5,Y
2062,1,1.913809776,MPI-ESM-MR_4.5,4.5,Y
2063,1,2.292031288,MPI-ESM-MR_4.5,4.5,Y
2064,1,0.727256775,MPI-ESM-MR_4.5,4.5,Y
2065,1,3.214129448,MPI-ESM-MR_4.5,4.5,Y
2066,1,1.837838173,MPI-ESM-MR_4.5,4.5,Y
2067,1,2.586561203,MPI-ESM-MR_4.5,4.5,Y
2068,1,1.773304939,MPI-ESM-MR_4.5,4.5,Y
2069,1,2.336892128,MPI-ESM-MR_4.5,4.5,Y
2070,1,1.225766182,MPI-ESM-MR_4.5,4.5,Y
2071,1,0.795170784,MPI-ESM-MR_4.5,4.5,Y
2072,1,0.287748337,MPI-ESM-MR_4.5,4.5,Y
2073,1,1.774193764,MPI-ESM-MR_4.5,4.5,Y
2074,1,1.397047997,MPI-ESM-MR_4.5,4.5,Y
2075,1,1.186986923,MPI-ESM-MR_4.5,4.5,Y
2076,1,0.837976456,MPI-ESM-MR_4.5,4.5,Y
2077,1,2.1894207,MPI-ESM-MR_4.5,4.5,Y
2078,1,3.908743858,MPI-ESM-MR_4.5,4.5,Y
2079,1,0.082305908,MPI-ESM-MR_4.5,4.5,Y
2080,1,-0.048642159,MPI-ESM-MR_4.5,4.5,Y
2081,1,1.185987473,MPI-ESM-MR_4.5,4.5,Y
2082,1,1.768042564,MPI-ESM-MR_4.5,4.5,Y
2083,1,1.845318794,MPI-ESM-MR_4.5,4.5,Y
2084,1,2.006557465,MPI-ESM-MR_4.5,4.5,Y
2085,1,2.823615074,MPI-ESM-MR_4.5,4.5,Y
2086,1,1.618122101,MPI-ESM-MR_4.5,4.5,Y
2087,1,2.253665924,MPI-ESM-MR_4.5,4.5,Y
2088,1,1.495353699,MPI-ESM-MR_4.5,4.5,Y
2089,1,2.141882896,MPI-ESM-MR_4.5,4.5,Y
2090,1,2.020402908,MPI-ESM-MR_4.5,4.5,Y
2091,1,0.79510498,MPI-ESM-MR_4.5,4.5,Y
2092,1,2.395172119,MPI-ESM-MR_4.5,4.5,Y
2093,1,1.545476913,MPI-ESM-MR_4.5,4.5,Y
2094,1,1.361226082,MPI-ESM-MR_4.5,4.5,Y
2095,1,1.996975899,MPI-ESM-MR_4.5,4.5,Y
2096,1,2.594075203,MPI-ESM-MR_4.5,4.5,Y
2097,1,1.322574615,MPI-ESM-MR_4.5,4.5,Y
2098,1,3.535339355,MPI-ESM-MR_4.5,4.5,Y
2099,1,1.789479256,MPI-ESM-MR_4.5,4.5,Y
2022,1,-0.001531601,NORESM1-ME_4.5,4.5,N
2023,1,0.164634705,NORESM1-ME_4.5,4.5,N
2024,1,1.61606884,NORESM1-ME_4.5,4.5,N
2025,1,1.106084824,NORESM1-ME_4.5,4.5,N
2026,1,-0.152442932,NORESM1-ME_4.5,4.5,N
2027,1,-0.094619751,NORESM1-ME_4.5,4.5,N
2028,1,2.090504646,NORESM1-ME_4.5,4.5,N
2029,1,0.934398651,NORESM1-ME_4.5,4.5,N
2030,1,1.186672211,NORESM1-ME_4.5,4.5,N
2031,1,0.259034157,NORESM1-ME_4.5,4.5,N
2032,1,-0.027047157,NORESM1-ME_4.5,4.5,N
2033,1,0.145880699,NORESM1-ME_4.5,4.5,N
2034,1,0.265148163,NORESM1-ME_4.5,4.5,N
2035,1,-0.357546806,NORESM1-ME_4.5,4.5,N
2036,1,1.448747635,NORESM1-ME_4.5,4.5,N
2037,1,0.524094582,NORESM1-ME_4.5,4.5,N
2038,1,1.411565781,NORESM1-ME_4.5,4.5,N
2039,1,1.116474152,NORESM1-ME_4.5,4.5,N
2040,1,1.55505085,NORESM1-ME_4.5,4.5,N
2041,1,1.049882889,NORESM1-ME_4.5,4.5,N
2042,1,-0.347578049,NORESM1-ME_4.5,4.5,N
2043,1,0.935061455,NORESM1-ME_4.5,4.5,N
2044,1,0.375053406,NORESM1-ME_4.5,4.5,N
2045,1,0.637266159,NORESM1-ME_4.5,4.5,N
2046,1,2.703751564,NORESM1-ME_4.5,4.5,N
2047,1,1.507909775,NORESM1-ME_4.5,4.5,N
2048,1,0.545262337,NORESM1-ME_4.5,4.5,N
2049,1,0.36457634,NORESM1-ME_4.5,4.5,N
2050,1,1.022075653,NORESM1-ME_4.5,4.5,N
2051,1,2.238073349,NORESM1-ME_4.5,4.5,N
2052,1,2.162672043,NORESM1-ME_4.5,4.5,N
2053,1,3.058558464,NORESM1-ME_4.5,4.5,N
2054,1,1.50679493,NORESM1-ME_4.5,4.5,N
2055,1,1.942669868,NORESM1-ME_4.5,4.5,N
2056,1,2.604453087,NORESM1-ME_4.5,4.5,N
2057,1,1.443898201,NORESM1-ME_4.5,4.5,N
2058,1,3.014450073,NORESM1-ME_4.5,4.5,N
2059,1,2.442481041,NORESM1-ME_4.5,4.5,N
2060,1,1.759483337,NORESM1-ME_4.5,4.5,N
2061,1,1.051992416,NORESM1-ME_4.5,4.5,N
2062,1,0.366769791,NORESM1-ME_4.5,4.5,N
2063,1,0.980042458,NORESM1-ME_4.5,4.5,N
2064,1,2.877073288,NORESM1-ME_4.5,4.5,N
2065,1,1.278282166,NORESM1-ME_4.5,4.5,N
2066,1,1.198600769,NORESM1-ME_4.5,4.5,N
2067,1,0.862737656,NORESM1-ME_4.5,4.5,N
2068,1,0.707425117,NORESM1-ME_4.5,4.5,N
2069,1,1.300494194,NORESM1-ME_4.5,4.5,N
2070,1,2.917750359,NORESM1-ME_4.5,4.5,N
2071,1,1.204792976,NORESM1-ME_4.5,4.5,N
2072,1,3.351415634,NORESM1-ME_4.5,4.5,N
2073,1,3.794338226,NORESM1-ME_4.5,4.5,N
2074,1,2.173921585,NORESM1-ME_4.5,4.5,N
2075,1,2.337889671,NORESM1-ME_4.5,4.5,N
2076,1,1.626047134,NORESM1-ME_4.5,4.5,N
2077,1,1.641123772,NORESM1-ME_4.5,4.5,N
2078,1,1.106502533,NORESM1-ME_4.5,4.5,N
2079,1,2.738603592,NORESM1-ME_4.5,4.5,N
2080,1,0.382948875,NORESM1-ME_4.5,4.5,N
2081,1,2.780302048,NORESM1-ME_4.5,4.5,N
2082,1,1.406849861,NORESM1-ME_4.5,4.5,N
2083,1,1.54886055,NORESM1-ME_4.5,4.5,N
2084,1,1.395350456,NORESM1-ME_4.5,4.5,N
2085,1,1.785993576,NORESM1-ME_4.5,4.5,N
2086,1,1.292019844,NORESM1-ME_4.5,4.5,N
2087,1,1.527146339,NORESM1-ME_4.5,4.5,N
2088,1,2.015933037,NORESM1-ME_4.5,4.5,N
2089,1,2.748389244,NORESM1-ME_4.5,4.5,N
2090,1,3.481306076,NORESM1-ME_4.5,4.5,N
2091,1,2.843255043,NORESM1-ME_4.5,4.5,N
2092,1,0.785268784,NORESM1-ME_4.5,4.5,N
2093,1,1.548927307,NORESM1-ME_4.5,4.5,N
2094,1,0.877017975,NORESM1-ME_4.5,4.5,N
2095,1,2.221392632,NORESM1-ME_4.5,4.5,N
2096,1,2.291871071,NORESM1-ME_4.5,4.5,N
2097,1,0.947368622,NORESM1-ME_4.5,4.5,N
2098,1,2.247247696,NORESM1-ME_4.5,4.5,N
2099,1,2.527210236,NORESM1-ME_4.5,4.5,N
2022,1,-0.273664474,CESM1-CAM5_8.5,8.5,N
2023,1,-0.272809029,CESM1-CAM5_8.5,8.5,N
2024,1,0.640443802,CESM1-CAM5_8.5,8.5,N
2025,1,0.416864395,CESM1-CAM5_8.5,8.5,N
2026,1,0.657372475,CESM1-CAM5_8.5,8.5,N
2027,1,0.201125145,CESM1-CAM5_8.5,8.5,N
2028,1,-0.762744904,CESM1-CAM5_8.5,8.5,N
2029,1,0.631298065,CESM1-CAM5_8.5,8.5,N
2030,1,1.128540039,CESM1-CAM5_8.5,8.5,N
2031,1,0.156913757,CESM1-CAM5_8.5,8.5,N
2032,1,0.205817223,CESM1-CAM5_8.5,8.5,N
2033,1,2.264304161,CESM1-CAM5_8.5,8.5,N
2034,1,1.930774689,CESM1-CAM5_8.5,8.5,N
2035,1,0.604562759,CESM1-CAM5_8.5,8.5,N
2036,1,0.216262817,CESM1-CAM5_8.5,8.5,N
