YEAR,INDEX,TEMP,MODEL,SERIES,USED
2037,1,1.202975273,CESM1-CAM5_8.5,8.5,N
2038,1,0.055078506,CESM1-CAM5_8.5,8.5,N
2039,1,0.315763474,CESM1-CAM5_8.5,8.5,N
2040,1,0.561038017,CESM1-CAM5_8.5,8.5,N
2041,1,1.987940788,CESM1-CAM5_8.5,8.5,N
2042,1,0.753320694,CESM1-CAM5_8.5,8.5,N
2043,1,2.316968918,CESM1-CAM5_8.5,8.5,N
2044,1,2.032601357,CESM1-CAM5_8.5,8.5,N
2045,1,1.412984848,CESM1-CAM5_8.5,8.5,N
2046,1,1.177789688,CESM1-CAM5_8.5,8.5,N
2047,1,1.497331619,CESM1-CAM5_8.5,8.5,N
2048,1,2.906392097,CESM1-CAM5_8.5,8.5,N
2049,1,3.123454094,CESM1-CAM5_8.5,8.5,N
2050,1,3.276704788,CESM1-CAM5_8.5,8.5,N
2051,1,3.272188187,CESM1-CAM5_8.5,8.5,N
2052,1,1.53473568,CESM1-CAM5_8.5,8.5,N
2053,1,1.096073151,CESM1-CAM5_8.5,8.5,N
2054,1,2.430496216,CESM1-CAM5_8.5,8.5,N
2055,1,2.586538315,CESM1-CAM5_8.5,8.5,N
2056,1,2.053779602,CESM1-CAM5_8.5,8.5,N
2057,1,2.127682686,CESM1-CAM5_8.5,8.5,N
2058,1,3.394898415,CESM1-CAM5_8.5,8.5,N
2059,1,2.804377556,CESM1-CAM5_8.5,8.5,N
2060,1,3.578938484,CESM1-CAM5_8.5,8.5,N
2061,1,2.75673008,CESM1-CAM5_8.5,8.5,N
2062,1,3.019999504,CESM1-CAM5_8.5,8.5,N
2063,1,2.310061455,CESM1-CAM5_8.5,8.5,N
2064,1,2.195636749,CESM1-CAM5_8.5,8.5,N
2065,1,2.003689766,CESM1-CAM5_8.5,8.5,N
2066,1,3.96975708,CESM1-CAM5_8.5,8.5,N
2067,1,2.957827568,CESM1-CAM5_8.5,8.5,N
2068,1,2.843761444,CESM1-CAM5_8.5,8.5,N
2069,1,3.464738846,CESM1-CAM5_8.5,8.5,N
2070,1,2.093907356,CESM1-CAM5_8.5,8.5,N
2071,1,3.070277214,CESM1-CAM5_8.5,8.5,N
2072,1,2.821284294,CESM1-CAM5_8.5,8.5,N
2073,1,3.224956512,CESM1-CAM5_8.5,8.5,N
2074,1,2.371120453,CESM1-CAM5_8.5,8.5,N
2075,1,4.275001526,CESM1-CAM5_8.5,8.5,N
2076,1,1.857131958,CESM1-CAM5_8.5,8.5,N
2077,1,3.249668121,CESM1-CAM5_8.5,8.5,N
2078,1,3.06731987,CESM1-CAM5_8.5,8.5,N
2079,1,3.135271072,CESM1-CAM5_8.5,8.5,N
2080,1,3.254966736,CESM1-CAM5_8.5,8.5,N
2081,1,3.994974136,CESM1-CAM5_8.5,8.5,N
2082,1,3.401449203,CESM1-CAM5_8.5,8.5,N
2083,1,4.114645004,CESM1-CAM5_8.5,8.5,N
2084,1,4.043931961,CESM1-CAM5_8.5,8.5,N
2085,1,3.18636322,CESM1-CAM5_8.5,8.5,N
2086,1,3.95920372,CESM1-CAM5_8.5,8.5,N
2087,1,3.222208023,CESM1-CAM5_8.5,8.5,N
2088,1,3.173127174,CESM1-CAM5_8.5,8.5,N
2089,1,3.627861977,CESM1-CAM5_8.5,8.5,N
2090,1,4.556032181,CESM1-CAM5_8.5,8.5,N
2091,1,4.121107101,CESM1-CAM5_8.5,8.5,N
2092,1,5.002929688,CESM1-CAM5_8.5,8.5,N
2093,1,4.021430969,CESM1-CAM5_8.5,8.5,N
2094,1,3.552780151,CESM1-CAM5_8.5,8.5,N
2095,1,3.438735008,CESM1-CAM5_8.5,8.5,N
2096,1,3.884588242,CESM1-CAM5_8.5,8.5,N
2097,1,4.850893021,CESM1-CAM5_8.5,8.5,N
2098,1,3.157095909,CESM1-CAM5_8.5,8.5,N
2099,1,3.397093773,CESM1-CAM5_8.5,8.5,N
2022,1,-0.471324921,CMCC-CM_8.5,8.5,N
2023,1,0.005846977,CMCC-CM_8.5,8.5,N
2024,1,-0.216006279,CMCC-CM_8.5,8.5,N
2025,1,1.616542816,CMCC-CM_8.5,8.5,N
2026,1,1.33390522,CMCC-CM_8.5,8.5,N
2027,1,0.808474541,CMCC-CM_8.5,8.5,N
2028,1,0.53710556,CMCC-CM_8.5,8.5,N
2029,1,0.375531197,CMCC-CM_8.5,8.5,N
2030,1,1.022040367,CMCC-CM_8.5,8.5,N
2031,1,1.510483742,CMCC-CM_8.5,8.5,N
2032,1,0.000453949,CMCC-CM_8.5,8.5,N
2033,1,0.540874481,CMCC-CM_8.5,8.5,N
2034,1,0.749407768,CMCC-CM_8.5,8.5,N
2035,1,1.447909355,CMCC-CM_8.5,8.5,N
2036,1,0.77688694,CMCC-CM_8.5,8.5,N
2037,1,1.126078606,CMCC-CM_8.5,8.5,N
2038,1,1.725824356,CMCC-CM_8.5,8.5,N
2039,1,0.77050209,CMCC-CM_8.5,8.5,N
2040,1,1.864858627,CMCC-CM_8.5,8.5,N
2041,1,1.579010963,CMCC-CM_8.5,8.5,N
2042,1,1.161058426,CMCC-CM_8.5,8.5,N
2043,1,1.332057953,CMCC-CM_8.5,8.5,N
2044,1,1.872387886,CMCC-CM_8.5,8.5,N
2045,1,1.13451767,CMCC-CM_8.5,8.5,N
2046,1,0.455822945,CMCC-CM_8.5,8.5,N
2047,1,1.246588707,CMCC-CM_8.5,8.5,N
2048,1,0.413931847,CMCC-CM_8.5,8.5,N
2049,1,0.870751381,CMCC-CM_8.5,8.5,N
2050,1,0.185581207,CMCC-CM_8.5,8.5,N
2051,1,0.981109619,CMCC-CM_8.5,8.5,N
2052,1,0.515007019,CMCC-CM_8.5,8.5,N
2053,1,1.120656967,CMCC-CM_8.5,8.5,N
2054,1,0.280855179,CMCC-CM_8.5,8.5,N
2055,1,1.456683159,CMCC-CM_8.5,8.5,N
2056,1,2.241372108,CMCC-CM_8.5,8.5,N
2057,1,1.622865677,CMCC-CM_8.5,8.5,N
2058,1,1.468011856,CMCC-CM_8.5,8.5,N
2059,1,1.368222237,CMCC-CM_8.5,8.5,N
2060,1,2.311994553,CMCC-CM_8.5,8.5,N
2061,1,1.335882187,CMCC-CM_8.5,8.5,N
2062,1,1.513791084,CMCC-CM_8.5,8.5,N
2063,1,0.634254456,CMCC-CM_8.5,8.5,N
2064,1,1.131587029,CMCC-CM_8.5,8.5,N
2065,1,1.569735527,CMCC-CM_8.5,8.5,N
2066,1,1.976047516,CMCC-CM_8.5,8.5,N
2067,1,1.395417213,CMCC-CM_8.5,8.5,N
2068,1,2.018198967,CMCC-CM_8.5,8.5,N
2069,1,0.755746841,CMCC-CM_8.5,8.5,N
2070,1,2.278053284,CMCC-CM_8.5,8.5,N
2071,1,2.627625465,CMCC-CM_8.5,8.5,N
2072,1,2.370142937,CMCC-CM_8.5,8.5,N
2073,1,2.746191025,CMCC-CM_8.5,8.5,N
2074,1,2.326544762,CMCC-CM_8.5,8.5,N
2075,1,1.536091805,CMCC-CM_8.5,8.5,N
2076,1,1.514878273,CMCC-CM_8.5,8.5,N
2077,1,1.910148621,CMCC-CM_8.5,8.5,N
2078,1,2.394654274,CMCC-CM_8.5,8.5,N
2079,1,2.840563774,CMCC-CM_8.5,8.5,N
2080,1,2.074673653,CMCC-CM_8.5,8.5,N
2081,1,2.233890533,CMCC-CM_8.5,8.5,N
2082,1,2.089333534,CMCC-CM_8.5,8.5,N
2083,1,2.989759445,CMCC-CM_8.5,8.5,N
2084,1,3.717520714,CMCC-CM_8.5,8.5,N
2085,1,3.291496277,CMCC-CM_8.5,8.5,N
2086,1,1.541008949,CMCC-CM_8.5,8.5,N
2087,1,2.009695053,CMCC-CM_8.5,8.5,N
2088,1,2.674876213,CMCC-CM_8.5,8.5,N
2089,1,2.866420746,CMCC-CM_8.5,8.5,N
2090,1,2.203718185,CMCC-CM_8.5,8.5,N
2091,1,2.218958855,CMCC-CM_8.5,8.5,N
2092,1,3.040940285,CMCC-CM_8.5,8.5,N
2093,1,2.272571564,CMCC-CM_8.5,8.5,N
2094,1,2.194153786,CMCC-CM_8.5,8.5,N
2095,1,2.043881416,CMCC-CM_8.5,8.5,N
2096,1,3.168999672,CMCC-CM_8.5,8.5,N
2097,1,3.263846397,CMCC-CM_8.5,8.5,N
2098,1,2.761059761,CMCC-CM_8.5,8.5,N
2099,1,3.293011665,CMCC-CM_8.5,8.5,N
2022,1,1.452634811,GFDL-ESM2G_8.5,8.5,N
2023,1,1.325007439,GFDL-ESM2G_8.5,8.5,N
2024,1,-0.249209404,GFDL-ESM2G_8.5,8.5,N
2025,1,0.796185493,GFDL-ESM2G_8.5,8.5,N
2026,1,-0.078536987,GFDL-ESM2G_8.5,8.5,N
2027,1,0.060404778,GFDL-ESM2G_8.5,8.5,N
2028,1,4.126926422,GFDL-ESM2G_8.5,8.5,N
2029,1,1.738163948,GFDL-ESM2G_8.5,8.5,N
2030,1,1.462065697,GFDL-ESM2G_8.5,8.5,N
2031,1,1.604374886,GFDL-ESM2G_8.5,8.5,N
2032,1,2.139199257,GFDL-ESM2G_8.5,8.5,N
2033,1,2.146644592,GFDL-ESM2G_8.5,8.5,N
2034,1,1.916378021,GFDL-ESM2G_8.5,8.5,N
2035,1,1.166357994,GFDL-ESM2G_8.5,8.5,N
2036,1,1.877093315,GFDL-ESM2G_8.5,8.5,N
2037,1,2.391601563,GFDL-ESM2G_8.5,8.5,N
2038,1,2.59403038,GFDL-ESM2G_8.5,8.5,N
2039,1,2.105465889,GFDL-ESM2G_8.5,8.5,N
2040,1,3.004455566,GFDL-ESM2G_8.5,8.5,N
2041,1,2.241897583,GFDL-ESM2G_8.5,8.5,N
2042,1,0.696840286,GFDL-ESM2G_8.5,8.5,N
2043,1,1.382964134,GFDL-ESM2G_8.5,8.5,N
2044,1,1.707662582,GFDL-ESM2G_8.5,8.5,N
2045,1,1.916185379,GFDL-ESM2G_8.5,8.5,N
2046,1,1.309121132,GFDL-ESM2G_8.5,8.5,N
2047,1,2.458221436,GFDL-ESM2G_8.5,8.5,N
2048,1,1.599850655,GFDL-ESM2G_8.5,8.5,N
2049,1,2.695436478,GFDL-ESM2G_8.5,8.5,N
2050,1,2.579903603,GFDL-ESM2G_8.5,8.5,N
2051,1,1.713827133,GFDL-ESM2G_8.5,8.5,N
2052,1,2.310967445,GFDL-ESM2G_8.5,8.5,N
2053,1,3.792187691,GFDL-ESM2G_8.5,8.5,N
2054,1,2.004935265,GFDL-ESM2G_8.5,8.5,N
2055,1,2.78502655,GFDL-ESM2G_8.5,8.5,N
2056,1,3.875781059,GFDL-ESM2G_8.5,8.5,N
2057,1,3.753975868,GFDL-ESM2G_8.5,8.5,N
2058,1,2.662653923,GFDL-ESM2G_8.5,8.5,N
2059,1,0.794428825,GFDL-ESM2G_8.5,8.5,N
2060,1,1.630767822,GFDL-ESM2G_8.5,8.5,N
2061,1,1.883227348,GFDL-ESM2G_8.5,8.5,N
2062,1,1.719195366,GFDL-ESM2G_8.5,8.5,N
2063,1,1.000673294,GFDL-ESM2G_8.5,8.5,N
2064,1,-0.039118767,GFDL-ESM2G_8.5,8.5,N
2065,1,0.938589096,GFDL-ESM2G_8.5,8.5,N
2066,1,3.920606613,GFDL-ESM2G_8.5,8.5,N
2067,1,3.571052551,GFDL-ESM2G_8.5,8.5,N
2068,1,2.286815643,GFDL-ESM2G_8.5,8.5,N
2069,1,2.676800728,GFDL-ESM2G_8.5,8.5,N
2070,1,2.817342758,GFDL-ESM2G_8.5,8.5,N
2071,1,0.863895416,GFDL-ESM2G_8.5,8.5,N
2072,1,3.712501526,GFDL-ESM2G_8.5,8.5,N
2073,1,2.678993225,GFDL-ESM2G_8.5,8.5,N
2074,1,2.20188427,GFDL-ESM2G_8.5,8.5,N
2075,1,4.897795677,GFDL-ESM2G_8.5,8.5,N
2076,1,3.114581108,GFDL-ESM2G_8.5,8.5,N
2077,1,3.461660385,GFDL-ESM2G_8.5,8.5,N
2078,1,2.51102829,GFDL-ESM2G_8.5,8.5,N
2079,1,2.366758347,GFDL-ESM2G_8.5,8.5,N
2080,1,3.512304306,GFDL-ESM2G_8.5,8.5,N
2081,1,2.148150444,GFDL-ESM2G_8.5,8.5,N
2082,1,1.481236458,GFDL-ESM2G_8.5,8.5,N
2083,1,3.85618782,GFDL-ESM2G_8.5,8.5,N
2084,1,0.499984741,GFDL-ESM2G_8.5,8.5,N
2085,1,2.801555634,GFDL-ESM2G_8.5,8.5,N
2086,1,2.730807304,GFDL-ESM2G_8.5,8.5,N
2087,1,5.150980949,GFDL-ESM2G_8.5,8.5,N
2088,1,3.081763268,GFDL-ESM2G_8.5,8.5,N
2089,1,3.607794762,GFDL-ESM2G_8.5,8.5,N
2090,1,5.17485714,GFDL-ESM2G_8.5,8.5,N
2091,1,4.101272583,GFDL-ESM2G_8.5,8.5,N
2092,1,3.150259972,GFDL-ESM2G_8.5,8.5,N
2093,1,3.103946686,GFDL-ESM2G_8.5,8.5,N
2094,1,4.5063591,GFDL-ESM2G_8.5,8.5,N
2095,1,2.962157249,GFDL-ESM2G_8.5,8.5,N
2096,1,5.003011703,GFDL-ESM2G_8.5,8.5,N
2097,1,5.491975784,GFDL-ESM2G_8.5,8.5,N
2098,1,4.751425743,GFDL-ESM2G_8.5,8.5,N
2099,1,4.137946129,GFDL-ESM2G_8.5,8.5,N
2022,1,0.874028206,HADGEM2-ES_8.5,8.5,Y
2023,1,0.912922859,HADGEM2-ES_8.5,8.5,Y
2024,1,0.895318031,HADGEM2-ES_8.5,8.5,Y
2025,1,0.912473679,HADGEM2-ES_8.5,8.5,Y
2026,1,0.944109917,HADGEM2-ES_8.5,8.5,Y
2027,1,0.950960159,HADGEM2-ES_8.5,8.5,Y
2028,1,0.991344452,HADGEM2-ES_8.5,8.5,Y
2029,1,1.104463577,HADGEM2-ES_8.5,8.5,Y
2030,1,1.174209595,HADGEM2-ES_8.5,8.5,Y
2031,1,1.233943939,HADGEM2-ES_8.5,8.5,Y
2032,1,1.277820587,HADGEM2-ES_8.5,8.5,Y
2033,1,1.302618027,HADGEM2-ES_8.5,8.5,Y
2034,1,1.329441071,HADGEM2-ES_8.5,8.5,Y
2035,1,1.374715805,HADGEM2-ES_8.5,8.5,Y
2036,1,1.413202286,HADGEM2-ES_8.5,8.5,Y
2037,1,1.436800957,HADGEM2-ES_8.5,8.5,Y
2038,1,1.495363235,HADGEM2-ES_8.5,8.5,Y
2039,1,1.558452606,HADGEM2-ES_8.5,8.5,Y
2040,1,1.64726162,HADGEM2-ES_8.5,8.5,Y
2041,1,1.726624489,HADGEM2-ES_8.5,8.5,Y
2042,1,1.790765762,HADGEM2-ES_8.5,8.5,Y
2043,1,1.845784187,HADGEM2-ES_8.5,8.5,Y
2044,1,1.943883896,HADGEM2-ES_8.5,8.5,Y
2045,1,2.014984131,HADGEM2-ES_8.5,8.5,Y
2046,1,2.068520546,HADGEM2-ES_8.5,8.5,Y
2047,1,2.157633781,HADGEM2-ES_8.5,8.5,Y
2048,1,2.211651802,HADGEM2-ES_8.5,8.5,Y
2049,1,2.301765442,HADGEM2-ES_8.5,8.5,Y
2050,1,2.359659195,HADGEM2-ES_8.5,8.5,Y
2051,1,2.424705505,HADGEM2-ES_8.5,8.5,Y
2052,1,2.499835968,HADGEM2-ES_8.5,8.5,Y
2053,1,2.544013023,HADGEM2-ES_8.5,8.5,Y
2054,1,2.622859955,HADGEM2-ES_8.5,8.5,Y
2055,1,2.674708366,HADGEM2-ES_8.5,8.5,Y
2056,1,2.761217117,HADGEM2-ES_8.5,8.5,Y
2057,1,2.841013908,HADGEM2-ES_8.5,8.5,Y
2058,1,2.895327568,HADGEM2-ES_8.5,8.5,Y
2059,1,2.979640961,HADGEM2-ES_8.5,8.5,Y
2060,1,3.014719009,HADGEM2-ES_8.5,8.5,Y
2061,1,3.042180061,HADGEM2-ES_8.5,8.5,Y
2062,1,3.083275795,HADGEM2-ES_8.5,8.5,Y
2063,1,3.197451591,HADGEM2-ES_8.5,8.5,Y
2064,1,3.278411865,HADGEM2-ES_8.5,8.5,Y
2065,1,3.305077553,HADGEM2-ES_8.5,8.5,Y
2066,1,3.367332458,HADGEM2-ES_8.5,8.5,Y
2067,1,3.374435425,HADGEM2-ES_8.5,8.5,Y
2068,1,3.430653572,HADGEM2-ES_8.5,8.5,Y
2069,1,3.467499733,HADGEM2-ES_8.5,8.5,Y
2070,1,3.54140377,HADGEM2-ES_8.5,8.5,Y
2071,1,3.615533829,HADGEM2-ES_8.5,8.5,Y
2072,1,3.669283867,HADGEM2-ES_8.5,8.5,Y
2073,1,3.746447563,HADGEM2-ES_8.5,8.5,Y
2074,1,3.783491135,HADGEM2-ES_8.5,8.5,Y
2075,1,3.845677376,HADGEM2-ES_8.5,8.5,Y
2076,1,3.887584686,HADGEM2-ES_8.5,8.5,Y
2077,1,3.956138611,HADGEM2-ES_8.5,8.5,Y
2078,1,4.01086235,HADGEM2-ES_8.5,8.5,Y
2079,1,4.080886841,HADGEM2-ES_8.5,8.5,Y
2080,1,4.213699341,HADGEM2-ES_8.5,8.5,Y
2081,1,4.324147224,HADGEM2-ES_8.5,8.5,Y
2082,1,4.38642025,HADGEM2-ES_8.5,8.5,Y
2083,1,4.381739616,HADGEM2-ES_8.5,8.5,Y
2084,1,4.379677773,HADGEM2-ES_8.5,8.5,Y
2085,1,4.428251266,HADGEM2-ES_8.5,8.5,Y
2086,1,4.493370056,HADGEM2-ES_8.5,8.5,Y
2087,1,4.588284492,HADGEM2-ES_8.5,8.5,Y
2088,1,4.663220406,HADGEM2-ES_8.5,8.5,Y
2089,1,4.69584465,HADGEM2-ES_8.5,8.5,Y
2090,1,NA,HADGEM2-ES_8.5,8.5,Y
2091,1,NA,HADGEM2-ES_8.5,8.5,Y
2092,1,NA,HADGEM2-ES_8.5,8.5,Y
2093,1,NA,HADGEM2-ES_8.5,8.5,Y
2094,1,NA,HADGEM2-ES_8.5,8.5,Y
2095,1,NA,HADGEM2-ES_8.5,8.5,Y
2096,1,NA,HADGEM2-ES_8.5,8.5,Y
2097,1,NA,HADGEM2-ES_8.5,8.5,Y
2098,1,NA,HADGEM2-ES_8.5,8.5,Y
2099,1,NA,HADGEM2-ES_8.5,8.5,Y
2022,1,0.932435036,IPSL-CM5A-LR_8.5,8.5,N
2023,1,0.746643066,IPSL-CM5A-LR_8.5,8.5,N
2024,1,0.753246307,IPSL-CM5A-LR_8.5,8.5,N
2025,1,2.244307518,IPSL-CM5A-LR_8.5,8.5,N
2026,1,1.157655716,IPSL-CM5A-LR_8.5,8.5,N
2027,1,2.170615196,IPSL-CM5A-LR_8.5,8.5,N
2028,1,1.786100388,IPSL-CM5A-LR_8.5,8.5,N
2029,1,1.295934677,IPSL-CM5A-LR_8.5,8.5,N
2030,1,3.22930336,IPSL-CM5A-LR_8.5,8.5,N
2031,1,1.650269508,IPSL-CM5A-LR_8.5,8.5,N
2032,1,1.789909363,IPSL-CM5A-LR_8.5,8.5,N
2033,1,0.749232292,IPSL-CM5A-LR_8.5,8.5,N
2034,1,0.866864204,IPSL-CM5A-LR_8.5,8.5,N
2035,1,1.773393631,IPSL-CM5A-LR_8.5,8.5,N
2036,1,-0.201734543,IPSL-CM5A-LR_8.5,8.5,N
2037,1,2.071023941,IPSL-CM5A-LR_8.5,8.5,N
2038,1,2.685693741,IPSL-CM5A-LR_8.5,8.5,N
2039,1,0.141562462,IPSL-CM5A-LR_8.5,8.5,N
2040,1,1.098665237,IPSL-CM5A-LR_8.5,8.5,N
2041,1,1.906887054,IPSL-CM5A-LR_8.5,8.5,N
2042,1,1.54481411,IPSL-CM5A-LR_8.5,8.5,N
2043,1,1.863324165,IPSL-CM5A-LR_8.5,8.5,N
2044,1,2.871325493,IPSL-CM5A-LR_8.5,8.5,N
2045,1,3.589682579,IPSL-CM5A-LR_8.5,8.5,N
2046,1,1.560074806,IPSL-CM5A-LR_8.5,8.5,N
2047,1,0.65866375,IPSL-CM5A-LR_8.5,8.5,N
2048,1,4.107920647,IPSL-CM5A-LR_8.5,8.5,N
2049,1,2.620658875,IPSL-CM5A-LR_8.5,8.5,N
2050,1,3.531339645,IPSL-CM5A-LR_8.5,8.5,N
2051,1,1.377521515,IPSL-CM5A-LR_8.5,8.5,N
2052,1,1.460582733,IPSL-CM5A-LR_8.5,8.5,N
2053,1,2.272800446,IPSL-CM5A-LR_8.5,8.5,N
2054,1,3.123102188,IPSL-CM5A-LR_8.5,8.5,N
2055,1,2.612104416,IPSL-CM5A-LR_8.5,8.5,N
2056,1,2.633955002,IPSL-CM5A-LR_8.5,8.5,N
2057,1,1.826593399,IPSL-CM5A-LR_8.5,8.5,N
2058,1,2.318662643,IPSL-CM5A-LR_8.5,8.5,N
2059,1,2.31834507,IPSL-CM5A-LR_8.5,8.5,N
2060,1,2.561000824,IPSL-CM5A-LR_8.5,8.5,N
2061,1,3.206773758,IPSL-CM5A-LR_8.5,8.5,N
2062,1,2.849787712,IPSL-CM5A-LR_8.5,8.5,N
2063,1,4.123850822,IPSL-CM5A-LR_8.5,8.5,N
2064,1,2.163437843,IPSL-CM5A-LR_8.5,8.5,N
2065,1,3.508957863,IPSL-CM5A-LR_8.5,8.5,N
2066,1,3.736420631,IPSL-CM5A-LR_8.5,8.5,N
2067,1,2.51919651,IPSL-CM5A-LR_8.5,8.5,N
2068,1,2.745101929,IPSL-CM5A-LR_8.5,8.5,N
2069,1,3.513597488,IPSL-CM5A-LR_8.5,8.5,N
2070,1,3.945228577,IPSL-CM5A-LR_8.5,8.5,N
2071,1,4.231134415,IPSL-CM5A-LR_8.5,8.5,N
2072,1,3.011315346,IPSL-CM5A-LR_8.5,8.5,N
2073,1,3.704874039,IPSL-CM5A-LR_8.5,8.5,N
2074,1,3.485201836,IPSL-CM5A-LR_8.5,8.5,N
2075,1,2.728640556,IPSL-CM5A-LR_8.5,8.5,N
2076,1,3.169622421,IPSL-CM5A-LR_8.5,8.5,N
2077,1,2.643286705,IPSL-CM5A-LR_8.5,8.5,N
2078,1,4.292797089,IPSL-CM5A-LR_8.5,8.5,N
2079,1,2.926833153,IPSL-CM5A-LR_8.5,8.5,N
2080,1,3.100405693,IPSL-CM5A-LR_8.5,8.5,N
2081,1,4.6527071,IPSL-CM5A-LR_8.5,8.5,N
2082,1,2.874652863,IPSL-CM5A-LR_8.5,8.5,N
2083,1,3.875969887,IPSL-CM5A-LR_8.5,8.5,N
2084,1,4.988997459,IPSL-CM5A-LR_8.5,8.5,N
2085,1,3.528502464,IPSL-CM5A-LR_8.5,8.5,N
2086,1,3.415356636,IPSL-CM5A-LR_8.5,8.5,N
2087,1,4.859976768,IPSL-CM5A-LR_8.5,8.5,N
2088,1,4.779400826,IPSL-CM5A-LR_8.5,8.5,N
2089,1,3.969445229,IPSL-CM5A-LR_8.5,8.5,N
2090,1,5.116906166,IPSL-CM5A-LR_8.5,8.5,N
2091,1,4.868697166,IPSL-CM5A-LR_8.5,8.5,N
2092,1,2.882398605,IPSL-CM5A-LR_8.5,8.5,N
2093,1,3.382695198,IPSL-CM5A-LR_8.5,8.5,N
2094,1,4.295574188,IPSL-CM5A-LR_8.5,8.5,N
2095,1,4.186904907,IPSL-CM5A-LR_8.5,8.5,N
2096,1,6.329604149,IPSL-CM5A-LR_8.5,8.5,N
2097,1,5.735190392,IPSL-CM5A-LR_8.5,8.5,N
2098,1,5.674300194,IPSL-CM5A-LR_8.5,8.5,N
2099,1,5.849944115,IPSL-CM5A-LR_8.5,8.5,N
2022,1,0.004945755,IPSL-CM5A-MR_8.5,8.5,N
2023,1,0.970806122,IPSL-CM5A-MR_8.5,8.5,N
2024,1,0.348884583,IPSL-CM5A-MR_8.5,8.5,N
2025,1,1.158021927,IPSL-CM5A-MR_8.5,8.5,N
2026,1,0.737084389,IPSL-CM5A-MR_8.5,8.5,N
2027,1,-0.01380825,IPSL-CM5A-MR_8.5,8.5,N
2028,1,0.508946419,IPSL-CM5A-MR_8.5,8.5,N
2029,1,1.256083488,IPSL-CM5A-MR_8.5,8.5,N
2030,1,1.835307121,IPSL-CM5A-MR_8.5,8.5,N
2031,1,1.559803009,IPSL-CM5A-MR_8.5,8.5,N
2032,1,1.269950867,IPSL-CM5A-MR_8.5,8.5,N
2033,1,1.993659973,IPSL-CM5A-MR_8.5,8.5,N
2034,1,0.441274643,IPSL-CM5A-MR_8.5,8.5,N
2035,1,1.431596756,IPSL-CM5A-MR_8.5,8.5,N
2036,1,0.96165657,IPSL-CM5A-MR_8.5,8.5,N
2037,1,2.12947464,IPSL-CM5A-MR_8.5,8.5,N
2038,1,1.356592178,IPSL-CM5A-MR_8.5,8.5,N
2039,1,0.534067154,IPSL-CM5A-MR_8.5,8.5,N
2040,1,-0.31629467,IPSL-CM5A-MR_8.5,8.5,N
2041,1,2.218819618,IPSL-CM5A-MR_8.5,8.5,N
2042,1,1.647574425,IPSL-CM5A-MR_8.5,8.5,N
2043,1,1.574902534,IPSL-CM5A-MR_8.5,8.5,N
2044,1,1.02623558,IPSL-CM5A-MR_8.5,8.5,N
2045,1,0.993099213,IPSL-CM5A-MR_8.5,8.5,N
2046,1,1.403857231,IPSL-CM5A-MR_8.5,8.5,N
2047,1,3.471532822,IPSL-CM5A-MR_8.5,8.5,N
2048,1,2.842388153,IPSL-CM5A-MR_8.5,8.5,N
2049,1,0.410889626,IPSL-CM5A-MR_8.5,8.5,N
2050,1,1.821455956,IPSL-CM5A-MR_8.5,8.5,N
2051,1,2.399261475,IPSL-CM5A-MR_8.5,8.5,N
2052,1,1.042585373,IPSL-CM5A-MR_8.5,8.5,N
2053,1,2.211546898,IPSL-CM5A-MR_8.5,8.5,N
2054,1,1.878652573,IPSL-CM5A-MR_8.5,8.5,N
2055,1,2.036079407,IPSL-CM5A-MR_8.5,8.5,N
2056,1,2.077665329,IPSL-CM5A-MR_8.5,8.5,N
2057,1,1.645277023,IPSL-CM5A-MR_8.5,8.5,N
2058,1,1.582515717,IPSL-CM5A-MR_8.5,8.5,N
2059,1,2.393688202,IPSL-CM5A-MR_8.5,8.5,N
2060,1,3.352320671,IPSL-CM5A-MR_8.5,8.5,N
2061,1,2.839729309,IPSL-CM5A-MR_8.5,8.5,N
2062,1,2.835030556,IPSL-CM5A-MR_8.5,8.5,N
2063,1,1.366415024,IPSL-CM5A-MR_8.5,8.5,N
2064,1,4.05537796,IPSL-CM5A-MR_8.5,8.5,N
