YEAR,INDEX,TEMP,MODEL,SERIES,USED
2065,1,2.915657043,IPSL-CM5A-MR_8.5,8.5,N
2066,1,3.220689774,IPSL-CM5A-MR_8.5,8.5,N
2067,1,3.513954163,IPSL-CM5A-MR_8.5,8.5,N
2068,1,2.950757027,IPSL-CM5A-MR_8.5,8.5,N
2069,1,3.475811005,IPSL-CM5A-MR_8.5,8.5,N
2070,1,3.527262688,IPSL-CM5A-MR_8.5,8.5,N
2071,1,3.952004433,IPSL-CM5A-MR_8.5,8.5,N
2072,1,3.257868767,IPSL-CM5A-MR_8.5,8.5,N
2073,1,3.751893044,IPSL-CM5A-MR_8.5,8.5,N
2074,1,2.139158249,IPSL-CM5A-MR_8.5,8.5,N
2075,1,4.848158836,IPSL-CM5A-MR_8.5,8.5,N
2076,1,3.531362534,IPSL-CM5A-MR_8.5,8.5,N
2077,1,3.825985909,IPSL-CM5A-MR_8.5,8.5,N
2078,1,3.823008537,IPSL-CM5A-MR_8.5,8.5,N
2079,1,4.954527855,IPSL-CM5A-MR_8.5,8.5,N
2080,1,4.769065857,IPSL-CM5A-MR_8.5,8.5,N
2081,1,3.00382328,IPSL-CM5A-MR_8.5,8.5,N
2082,1,2.92800808,IPSL-CM5A-MR_8.5,8.5,N
2083,1,3.592942238,IPSL-CM5A-MR_8.5,8.5,N
2084,1,2.544507027,IPSL-CM5A-MR_8.5,8.5,N
2085,1,2.594346046,IPSL-CM5A-MR_8.5,8.5,N
2086,1,3.746482849,IPSL-CM5A-MR_8.5,8.5,N
2087,1,4.610226631,IPSL-CM5A-MR_8.5,8.5,N
2088,1,2.999738693,IPSL-CM5A-MR_8.5,8.5,N
2089,1,3.501322746,IPSL-CM5A-MR_8.5,8.5,N
2090,1,4.038691521,IPSL-CM5A-MR_8.5,8.5,N
2091,1,3.745056152,IPSL-CM5A-MR_8.5,8.5,N
2092,1,3.519566536,IPSL-CM5A-MR_8.5,8.5,N
2093,1,5.576032639,IPSL-CM5A-MR_8.5,8.5,N
2094,1,4.110647202,IPSL-CM5A-MR_8.5,8.5,N
2095,1,5.106285095,IPSL-CM5A-MR_8.5,8.5,N
2096,1,4.280190468,IPSL-CM5A-MR_8.5,8.5,N
2097,1,5.081015587,IPSL-CM5A-MR_8.5,8.5,N
2098,1,4.012876511,IPSL-CM5A-MR_8.5,8.5,N
2099,1,4.267138481,IPSL-CM5A-MR_8.5,8.5,N
2022,1,0.455025673,MIROC5_8.5,8.5,Y
2023,1,0.145077705,MIROC5_8.5,8.5,Y
2024,1,1.021455765,MIROC5_8.5,8.5,Y
2025,1,0.713370323,MIROC5_8.5,8.5,Y
2026,1,-0.256622314,MIROC5_8.5,8.5,Y
2027,1,-0.421031952,MIROC5_8.5,8.5,Y
2028,1,2.734065056,MIROC5_8.5,8.5,Y
2029,1,0.54933548,MIROC5_8.5,8.5,Y
2030,1,0.350346565,MIROC5_8.5,8.5,Y
2031,1,-0.487833023,MIROC5_8.5,8.5,Y
2032,1,-0.130567551,MIROC5_8.5,8.5,Y
2033,1,0.757757187,MIROC5_8.5,8.5,Y
2034,1,2.368274689,MIROC5_8.5,8.5,Y
2035,1,0.237277985,MIROC5_8.5,8.5,Y
2036,1,0.734902382,MIROC5_8.5,8.5,Y
2037,1,0.249497414,MIROC5_8.5,8.5,Y
2038,1,2.13713932,MIROC5_8.5,8.5,Y
2039,1,1.635745049,MIROC5_8.5,8.5,Y
2040,1,1.192747116,MIROC5_8.5,8.5,Y
2041,1,0.139517784,MIROC5_8.5,8.5,Y
2042,1,1.752218246,MIROC5_8.5,8.5,Y
2043,1,1.1905756,MIROC5_8.5,8.5,Y
2044,1,1.011838913,MIROC5_8.5,8.5,Y
2045,1,0.062988281,MIROC5_8.5,8.5,Y
2046,1,0.142812729,MIROC5_8.5,8.5,Y
2047,1,1.458388329,MIROC5_8.5,8.5,Y
2048,1,0.652433395,MIROC5_8.5,8.5,Y
2049,1,1.132984161,MIROC5_8.5,8.5,Y
2050,1,-0.168262482,MIROC5_8.5,8.5,Y
2051,1,-1.18273735,MIROC5_8.5,8.5,Y
2052,1,0.578256607,MIROC5_8.5,8.5,Y
2053,1,2.119623184,MIROC5_8.5,8.5,Y
2054,1,2.171639442,MIROC5_8.5,8.5,Y
2055,1,2.401087761,MIROC5_8.5,8.5,Y
2056,1,1.304003716,MIROC5_8.5,8.5,Y
2057,1,1.133741379,MIROC5_8.5,8.5,Y
2058,1,1.777277946,MIROC5_8.5,8.5,Y
2059,1,1.155441284,MIROC5_8.5,8.5,Y
2060,1,2.258822441,MIROC5_8.5,8.5,Y
2061,1,1.462883949,MIROC5_8.5,8.5,Y
2062,1,1.594102859,MIROC5_8.5,8.5,Y
2063,1,0.566957474,MIROC5_8.5,8.5,Y
2064,1,2.516501427,MIROC5_8.5,8.5,Y
2065,1,1.806282043,MIROC5_8.5,8.5,Y
2066,1,1.83293438,MIROC5_8.5,8.5,Y
2067,1,2.471125603,MIROC5_8.5,8.5,Y
2068,1,2.208296776,MIROC5_8.5,8.5,Y
2069,1,0.574484825,MIROC5_8.5,8.5,Y
2070,1,0.851333618,MIROC5_8.5,8.5,Y
2071,1,1.913478851,MIROC5_8.5,8.5,Y
2072,1,2.636614799,MIROC5_8.5,8.5,Y
2073,1,2.498454094,MIROC5_8.5,8.5,Y
2074,1,2.121797562,MIROC5_8.5,8.5,Y
2075,1,1.45501709,MIROC5_8.5,8.5,Y
2076,1,3.656939507,MIROC5_8.5,8.5,Y
2077,1,2.615838051,MIROC5_8.5,8.5,Y
2078,1,2.60164547,MIROC5_8.5,8.5,Y
2079,1,1.633424759,MIROC5_8.5,8.5,Y
2080,1,0.814740181,MIROC5_8.5,8.5,Y
2081,1,2.249623299,MIROC5_8.5,8.5,Y
2082,1,2.38962841,MIROC5_8.5,8.5,Y
2083,1,3.014860153,MIROC5_8.5,8.5,Y
2084,1,2.355659485,MIROC5_8.5,8.5,Y
2085,1,1.220471382,MIROC5_8.5,8.5,Y
2086,1,1.965367317,MIROC5_8.5,8.5,Y
2087,1,3.086667061,MIROC5_8.5,8.5,Y
2088,1,3.468297005,MIROC5_8.5,8.5,Y
2089,1,2.29186058,MIROC5_8.5,8.5,Y
2090,1,2.717544556,MIROC5_8.5,8.5,Y
2091,1,2.869529724,MIROC5_8.5,8.5,Y
2092,1,3.165898323,MIROC5_8.5,8.5,Y
2093,1,2.456335068,MIROC5_8.5,8.5,Y
2094,1,2.455910683,MIROC5_8.5,8.5,Y
2095,1,2.452263832,MIROC5_8.5,8.5,Y
2096,1,3.254193306,MIROC5_8.5,8.5,Y
2097,1,2.649785042,MIROC5_8.5,8.5,Y
2098,1,3.261116982,MIROC5_8.5,8.5,Y
2099,1,2.271958351,MIROC5_8.5,8.5,Y
2022,1,1.25353241,MIROC-ESM_8.5,8.5,Y
2023,1,0.41309166,MIROC-ESM_8.5,8.5,Y
2024,1,0.549906731,MIROC-ESM_8.5,8.5,Y
2025,1,1.887482643,MIROC-ESM_8.5,8.5,Y
2026,1,1.637450218,MIROC-ESM_8.5,8.5,Y
2027,1,2.338424683,MIROC-ESM_8.5,8.5,Y
2028,1,1.329906464,MIROC-ESM_8.5,8.5,Y
2029,1,0.833245277,MIROC-ESM_8.5,8.5,Y
2030,1,0.647158623,MIROC-ESM_8.5,8.5,Y
2031,1,1.410248756,MIROC-ESM_8.5,8.5,Y
2032,1,-0.077068329,MIROC-ESM_8.5,8.5,Y
2033,1,1.944097519,MIROC-ESM_8.5,8.5,Y
2034,1,1.376020432,MIROC-ESM_8.5,8.5,Y
2035,1,1.796415329,MIROC-ESM_8.5,8.5,Y
2036,1,3.153556824,MIROC-ESM_8.5,8.5,Y
2037,1,1.055901527,MIROC-ESM_8.5,8.5,Y
2038,1,2.76668644,MIROC-ESM_8.5,8.5,Y
2039,1,1.486488342,MIROC-ESM_8.5,8.5,Y
2040,1,1.961027145,MIROC-ESM_8.5,8.5,Y
2041,1,0.334851265,MIROC-ESM_8.5,8.5,Y
2042,1,1.645133972,MIROC-ESM_8.5,8.5,Y
2043,1,1.904096603,MIROC-ESM_8.5,8.5,Y
2044,1,1.460833549,MIROC-ESM_8.5,8.5,Y
2045,1,1.727240562,MIROC-ESM_8.5,8.5,Y
2046,1,3.054385185,MIROC-ESM_8.5,8.5,Y
2047,1,2.430969238,MIROC-ESM_8.5,8.5,Y
2048,1,0.835808754,MIROC-ESM_8.5,8.5,Y
2049,1,2.316533089,MIROC-ESM_8.5,8.5,Y
2050,1,1.991978645,MIROC-ESM_8.5,8.5,Y
2051,1,2.343802452,MIROC-ESM_8.5,8.5,Y
2052,1,1.535741806,MIROC-ESM_8.5,8.5,Y
2053,1,2.714158058,MIROC-ESM_8.5,8.5,Y
2054,1,2.665611267,MIROC-ESM_8.5,8.5,Y
2055,1,1.867471695,MIROC-ESM_8.5,8.5,Y
2056,1,2.529523849,MIROC-ESM_8.5,8.5,Y
2057,1,2.600297928,MIROC-ESM_8.5,8.5,Y
2058,1,2.676517487,MIROC-ESM_8.5,8.5,Y
2059,1,1.99928093,MIROC-ESM_8.5,8.5,Y
2060,1,3.632975578,MIROC-ESM_8.5,8.5,Y
2061,1,2.754084587,MIROC-ESM_8.5,8.5,Y
2062,1,2.309311867,MIROC-ESM_8.5,8.5,Y
2063,1,2.474060059,MIROC-ESM_8.5,8.5,Y
2064,1,2.778092384,MIROC-ESM_8.5,8.5,Y
2065,1,3.172424316,MIROC-ESM_8.5,8.5,Y
2066,1,3.842719078,MIROC-ESM_8.5,8.5,Y
2067,1,2.528378487,MIROC-ESM_8.5,8.5,Y
2068,1,3.463623047,MIROC-ESM_8.5,8.5,Y
2069,1,3.677965164,MIROC-ESM_8.5,8.5,Y
2070,1,3.798859596,MIROC-ESM_8.5,8.5,Y
2071,1,5.009095192,MIROC-ESM_8.5,8.5,Y
2072,1,4.046764374,MIROC-ESM_8.5,8.5,Y
2073,1,3.911551476,MIROC-ESM_8.5,8.5,Y
2074,1,3.296777725,MIROC-ESM_8.5,8.5,Y
2075,1,2.690803528,MIROC-ESM_8.5,8.5,Y
2076,1,3.041790009,MIROC-ESM_8.5,8.5,Y
2077,1,2.352941513,MIROC-ESM_8.5,8.5,Y
2078,1,3.700653076,MIROC-ESM_8.5,8.5,Y
2079,1,5.038298607,MIROC-ESM_8.5,8.5,Y
2080,1,4.483836174,MIROC-ESM_8.5,8.5,Y
2081,1,4.382185936,MIROC-ESM_8.5,8.5,Y
2082,1,3.727924347,MIROC-ESM_8.5,8.5,Y
2083,1,4.165389061,MIROC-ESM_8.5,8.5,Y
2084,1,5.047110558,MIROC-ESM_8.5,8.5,Y
2085,1,5.530776024,MIROC-ESM_8.5,8.5,Y
2086,1,3.850137711,MIROC-ESM_8.5,8.5,Y
2087,1,4.577731133,MIROC-ESM_8.5,8.5,Y
2088,1,4.170636177,MIROC-ESM_8.5,8.5,Y
2089,1,3.680966377,MIROC-ESM_8.5,8.5,Y
2090,1,3.697547913,MIROC-ESM_8.5,8.5,Y
2091,1,4.607512474,MIROC-ESM_8.5,8.5,Y
2092,1,4.930693626,MIROC-ESM_8.5,8.5,Y
2093,1,4.374264717,MIROC-ESM_8.5,8.5,Y
2094,1,4.105368614,MIROC-ESM_8.5,8.5,Y
2095,1,4.694973946,MIROC-ESM_8.5,8.5,Y
2096,1,4.389782906,MIROC-ESM_8.5,8.5,Y
2097,1,6.099705696,MIROC-ESM_8.5,8.5,Y
2098,1,4.994076729,MIROC-ESM_8.5,8.5,Y
2099,1,5.263764381,MIROC-ESM_8.5,8.5,Y
2022,1,1.318299294,MPI-ESM-LR_8.5,8.5,Y
2023,1,0.489391327,MPI-ESM-LR_8.5,8.5,Y
2024,1,0.688418388,MPI-ESM-LR_8.5,8.5,Y
2025,1,0.363322258,MPI-ESM-LR_8.5,8.5,Y
2026,1,0.930641174,MPI-ESM-LR_8.5,8.5,Y
2027,1,1.676652908,MPI-ESM-LR_8.5,8.5,Y
2028,1,-0.098139763,MPI-ESM-LR_8.5,8.5,Y
2029,1,0.160367966,MPI-ESM-LR_8.5,8.5,Y
2030,1,-0.621941566,MPI-ESM-LR_8.5,8.5,Y
2031,1,-0.261768341,MPI-ESM-LR_8.5,8.5,Y
2032,1,1.255042076,MPI-ESM-LR_8.5,8.5,Y
2033,1,2.029500008,MPI-ESM-LR_8.5,8.5,Y
2034,1,1.149664879,MPI-ESM-LR_8.5,8.5,Y
2035,1,0.199390411,MPI-ESM-LR_8.5,8.5,Y
2036,1,0.350823402,MPI-ESM-LR_8.5,8.5,Y
2037,1,0.290049553,MPI-ESM-LR_8.5,8.5,Y
2038,1,0.300296783,MPI-ESM-LR_8.5,8.5,Y
2039,1,1.346873283,MPI-ESM-LR_8.5,8.5,Y
2040,1,0.634422302,MPI-ESM-LR_8.5,8.5,Y
2041,1,0.845648766,MPI-ESM-LR_8.5,8.5,Y
2042,1,1.392847061,MPI-ESM-LR_8.5,8.5,Y
2043,1,2.01043129,MPI-ESM-LR_8.5,8.5,Y
2044,1,0.780011177,MPI-ESM-LR_8.5,8.5,Y
2045,1,0.740231514,MPI-ESM-LR_8.5,8.5,Y
2046,1,2.02299118,MPI-ESM-LR_8.5,8.5,Y
2047,1,1.032155991,MPI-ESM-LR_8.5,8.5,Y
2048,1,1.222841263,MPI-ESM-LR_8.5,8.5,Y
2049,1,1.191473961,MPI-ESM-LR_8.5,8.5,Y
2050,1,1.103265762,MPI-ESM-LR_8.5,8.5,Y
2051,1,1.610905647,MPI-ESM-LR_8.5,8.5,Y
2052,1,1.589949608,MPI-ESM-LR_8.5,8.5,Y
2053,1,3.092095375,MPI-ESM-LR_8.5,8.5,Y
2054,1,1.702619553,MPI-ESM-LR_8.5,8.5,Y
2055,1,2.090096474,MPI-ESM-LR_8.5,8.5,Y
2056,1,1.530581474,MPI-ESM-LR_8.5,8.5,Y
2057,1,2.433856964,MPI-ESM-LR_8.5,8.5,Y
2058,1,0.875574112,MPI-ESM-LR_8.5,8.5,Y
2059,1,1.248189926,MPI-ESM-LR_8.5,8.5,Y
2060,1,1.823655128,MPI-ESM-LR_8.5,8.5,Y
2061,1,2.633713722,MPI-ESM-LR_8.5,8.5,Y
2062,1,1.619874954,MPI-ESM-LR_8.5,8.5,Y
2063,1,2.408921242,MPI-ESM-LR_8.5,8.5,Y
2064,1,1.581450462,MPI-ESM-LR_8.5,8.5,Y
2065,1,0.996959686,MPI-ESM-LR_8.5,8.5,Y
2066,1,1.211584091,MPI-ESM-LR_8.5,8.5,Y
2067,1,2.343859673,MPI-ESM-LR_8.5,8.5,Y
2068,1,4.031788826,MPI-ESM-LR_8.5,8.5,Y
2069,1,4.690966606,MPI-ESM-LR_8.5,8.5,Y
2070,1,2.072161674,MPI-ESM-LR_8.5,8.5,Y
2071,1,2.63180542,MPI-ESM-LR_8.5,8.5,Y
2072,1,2.976802826,MPI-ESM-LR_8.5,8.5,Y
2073,1,3.105929375,MPI-ESM-LR_8.5,8.5,Y
2074,1,2.36581707,MPI-ESM-LR_8.5,8.5,Y
2075,1,2.938260078,MPI-ESM-LR_8.5,8.5,Y
2076,1,4.215688705,MPI-ESM-LR_8.5,8.5,Y
2077,1,2.919031143,MPI-ESM-LR_8.5,8.5,Y
2078,1,3.881646156,MPI-ESM-LR_8.5,8.5,Y
2079,1,2.678953171,MPI-ESM-LR_8.5,8.5,Y
2080,1,1.595014572,MPI-ESM-LR_8.5,8.5,Y
2081,1,2.38383007,MPI-ESM-LR_8.5,8.5,Y
2082,1,1.978631973,MPI-ESM-LR_8.5,8.5,Y
2083,1,3.773314476,MPI-ESM-LR_8.5,8.5,Y
2084,1,3.715209007,MPI-ESM-LR_8.5,8.5,Y
2085,1,2.56788826,MPI-ESM-LR_8.5,8.5,Y
2086,1,2.44230938,MPI-ESM-LR_8.5,8.5,Y
2087,1,4.089510918,MPI-ESM-LR_8.5,8.5,Y
2088,1,4.653255463,MPI-ESM-LR_8.5,8.5,Y
2089,1,3.622723579,MPI-ESM-LR_8.5,8.5,Y
2090,1,3.912166595,MPI-ESM-LR_8.5,8.5,Y
2091,1,4.413031578,MPI-ESM-LR_8.5,8.5,Y
2092,1,3.417588234,MPI-ESM-LR_8.5,8.5,Y
2093,1,3.773821831,MPI-ESM-LR_8.5,8.5,Y
2094,1,3.497537613,MPI-ESM-LR_8.5,8.5,Y
2095,1,3.891717911,MPI-ESM-LR_8.5,8.5,Y
2096,1,3.740515709,MPI-ESM-LR_8.5,8.5,Y
2097,1,3.595467567,MPI-ESM-LR_8.5,8.5,Y
2098,1,2.849117279,MPI-ESM-LR_8.5,8.5,Y
2099,1,3.012490273,MPI-ESM-LR_8.5,8.5,Y
2022,1,1.182646751,MPI-ESM-MR_8.5,8.5,Y
2023,1,0.897504807,MPI-ESM-MR_8.5,8.5,Y
2024,1,1.600520134,MPI-ESM-MR_8.5,8.5,Y
2025,1,0.65113163,MPI-ESM-MR_8.5,8.5,Y
2026,1,-0.255778313,MPI-ESM-MR_8.5,8.5,Y
2027,1,0.866754532,MPI-ESM-MR_8.5,8.5,Y
2028,1,1.516523361,MPI-ESM-MR_8.5,8.5,Y
2029,1,3.608341217,MPI-ESM-MR_8.5,8.5,Y
2030,1,1.847417831,MPI-ESM-MR_8.5,8.5,Y
2031,1,0.231906891,MPI-ESM-MR_8.5,8.5,Y
2032,1,0.572903633,MPI-ESM-MR_8.5,8.5,Y
2033,1,1.028335571,MPI-ESM-MR_8.5,8.5,Y
2034,1,-0.86793232,MPI-ESM-MR_8.5,8.5,Y
2035,1,0.427304268,MPI-ESM-MR_8.5,8.5,Y
2036,1,0.233872414,MPI-ESM-MR_8.5,8.5,Y
2037,1,1.394353867,MPI-ESM-MR_8.5,8.5,Y
2038,1,0.311354637,MPI-ESM-MR_8.5,8.5,Y
2039,1,0.857738495,MPI-ESM-MR_8.5,8.5,Y
2040,1,1.069196701,MPI-ESM-MR_8.5,8.5,Y
2041,1,1.081095695,MPI-ESM-MR_8.5,8.5,Y
2042,1,1.146695137,MPI-ESM-MR_8.5,8.5,Y
2043,1,1.030332565,MPI-ESM-MR_8.5,8.5,Y
2044,1,2.138774872,MPI-ESM-MR_8.5,8.5,Y
2045,1,1.589054108,MPI-ESM-MR_8.5,8.5,Y
2046,1,1.846252441,MPI-ESM-MR_8.5,8.5,Y
2047,1,1.481330872,MPI-ESM-MR_8.5,8.5,Y
2048,1,0.805652618,MPI-ESM-MR_8.5,8.5,Y
2049,1,2.270551682,MPI-ESM-MR_8.5,8.5,Y
2050,1,3.02152729,MPI-ESM-MR_8.5,8.5,Y
2051,1,0.782167435,MPI-ESM-MR_8.5,8.5,Y
2052,1,1.532607079,MPI-ESM-MR_8.5,8.5,Y
2053,1,3.487670898,MPI-ESM-MR_8.5,8.5,Y
2054,1,2.517401695,MPI-ESM-MR_8.5,8.5,Y
2055,1,1.643619537,MPI-ESM-MR_8.5,8.5,Y
2056,1,1.324220657,MPI-ESM-MR_8.5,8.5,Y
2057,1,2.447938919,MPI-ESM-MR_8.5,8.5,Y
2058,1,2.58353138,MPI-ESM-MR_8.5,8.5,Y
2059,1,2.920110703,MPI-ESM-MR_8.5,8.5,Y
2060,1,1.958600044,MPI-ESM-MR_8.5,8.5,Y
2061,1,1.864217758,MPI-ESM-MR_8.5,8.5,Y
2062,1,2.421627045,MPI-ESM-MR_8.5,8.5,Y
2063,1,1.637030602,MPI-ESM-MR_8.5,8.5,Y
2064,1,2.028151512,MPI-ESM-MR_8.5,8.5,Y
2065,1,1.682868958,MPI-ESM-MR_8.5,8.5,Y
2066,1,2.420928955,MPI-ESM-MR_8.5,8.5,Y
2067,1,3.286473274,MPI-ESM-MR_8.5,8.5,Y
2068,1,0.932792664,MPI-ESM-MR_8.5,8.5,Y
2069,1,2.60428524,MPI-ESM-MR_8.5,8.5,Y
2070,1,2.203170776,MPI-ESM-MR_8.5,8.5,Y
2071,1,2.855193138,MPI-ESM-MR_8.5,8.5,Y
2072,1,2.465303421,MPI-ESM-MR_8.5,8.5,Y
2073,1,2.988801003,MPI-ESM-MR_8.5,8.5,Y
2074,1,2.352952957,MPI-ESM-MR_8.5,8.5,Y
2075,1,2.100050926,MPI-ESM-MR_8.5,8.5,Y
2076,1,2.656002998,MPI-ESM-MR_8.5,8.5,Y
2077,1,2.595519066,MPI-ESM-MR_8.5,8.5,Y
2078,1,4.675341606,MPI-ESM-MR_8.5,8.5,Y
2079,1,3.359541893,MPI-ESM-MR_8.5,8.5,Y
2080,1,1.726793289,MPI-ESM-MR_8.5,8.5,Y
2081,1,2.341702461,MPI-ESM-MR_8.5,8.5,Y
2082,1,3.741435051,MPI-ESM-MR_8.5,8.5,Y
2083,1,1.600708008,MPI-ESM-MR_8.5,8.5,Y
2084,1,1.695028305,MPI-ESM-MR_8.5,8.5,Y
2085,1,2.515200615,MPI-ESM-MR_8.5,8.5,Y
2086,1,3.999570847,MPI-ESM-MR_8.5,8.5,Y
2087,1,3.690423012,MPI-ESM-MR_8.5,8.5,Y
2088,1,3.26595211,MPI-ESM-MR_8.5,8.5,Y
2089,1,2.734734535,MPI-ESM-MR_8.5,8.5,Y
2090,1,3.039689064,MPI-ESM-MR_8.5,8.5,Y
2091,1,3.013181686,MPI-ESM-MR_8.5,8.5,Y
2092,1,3.351859093,MPI-ESM-MR_8.5,8.5,Y
2093,1,2.620787621,MPI-ESM-MR_8.5,8.5,Y
2094,1,2.979214668,MPI-ESM-MR_8.5,8.5,Y
2095,1,3.73758316,MPI-ESM-MR_8.5,8.5,Y
2096,1,3.696056366,MPI-ESM-MR_8.5,8.5,Y
2097,1,5.435060501,MPI-ESM-MR_8.5,8.5,Y
2098,1,5.16688633,MPI-ESM-MR_8.5,8.5,Y
2099,1,2.884533882,MPI-ESM-MR_8.5,8.5,Y
2022,1,1.319787025,NORESM1-ME_8.5,8.5,N
2023,1,-0.239046097,NORESM1-ME_8.5,8.5,N
2024,1,0.115089417,NORESM1-ME_8.5,8.5,N
2025,1,0.680375099,NORESM1-ME_8.5,8.5,N
2026,1,0.787805557,NORESM1-ME_8.5,8.5,N
2027,1,0.283043861,NORESM1-ME_8.5,8.5,N
2028,1,0.176589966,NORESM1-ME_8.5,8.5,N
2029,1,0.326389313,NORESM1-ME_8.5,8.5,N
2030,1,0.300132751,NORESM1-ME_8.5,8.5,N
2031,1,0.243560791,NORESM1-ME_8.5,8.5,N
2032,1,-0.159002304,NORESM1-ME_8.5,8.5,N
2033,1,0.729079247,NORESM1-ME_8.5,8.5,N
2034,1,2.170049667,NORESM1-ME_8.5,8.5,N
2035,1,2.342308998,NORESM1-ME_8.5,8.5,N
2036,1,1.008424759,NORESM1-ME_8.5,8.5,N
2037,1,-0.23134613,NORESM1-ME_8.5,8.5,N
2038,1,0.434737206,NORESM1-ME_8.5,8.5,N
2039,1,1.21331501,NORESM1-ME_8.5,8.5,N
2040,1,-0.390106201,NORESM1-ME_8.5,8.5,N
2041,1,-0.749073029,NORESM1-ME_8.5,8.5,N
2042,1,1.389296532,NORESM1-ME_8.5,8.5,N
2043,1,1.484652519,NORESM1-ME_8.5,8.5,N
2044,1,0.905381203,NORESM1-ME_8.5,8.5,N
2045,1,0.773729324,NORESM1-ME_8.5,8.5,N
2046,1,0.650011063,NORESM1-ME_8.5,8.5,N
2047,1,1.157162666,NORESM1-ME_8.5,8.5,N
2048,1,0.765175819,NORESM1-ME_8.5,8.5,N
2049,1,1.545369148,NORESM1-ME_8.5,8.5,N
2050,1,0.00689888,NORESM1-ME_8.5,8.5,N
2051,1,0.544941902,NORESM1-ME_8.5,8.5,N
2052,1,-0.046059608,NORESM1-ME_8.5,8.5,N
2053,1,1.967496872,NORESM1-ME_8.5,8.5,N
2054,1,0.238776207,NORESM1-ME_8.5,8.5,N
2055,1,0.807852745,NORESM1-ME_8.5,8.5,N
2056,1,1.329265594,NORESM1-ME_8.5,8.5,N
2057,1,2.782369614,NORESM1-ME_8.5,8.5,N
2058,1,2.973413467,NORESM1-ME_8.5,8.5,N
2059,1,3.065691948,NORESM1-ME_8.5,8.5,N
2060,1,0.243572235,NORESM1-ME_8.5,8.5,N
2061,1,1.443457603,NORESM1-ME_8.5,8.5,N
2062,1,2.065156937,NORESM1-ME_8.5,8.5,N
2063,1,1.69974041,NORESM1-ME_8.5,8.5,N
2064,1,1.423072815,NORESM1-ME_8.5,8.5,N
2065,1,1.179842949,NORESM1-ME_8.5,8.5,N
2066,1,1.159872055,NORESM1-ME_8.5,8.5,N
2067,1,2.031946182,NORESM1-ME_8.5,8.5,N
2068,1,2.265626907,NORESM1-ME_8.5,8.5,N
2069,1,4.34513855,NORESM1-ME_8.5,8.5,N
2070,1,1.440689087,NORESM1-ME_8.5,8.5,N
2071,1,1.364830971,NORESM1-ME_8.5,8.5,N
2072,1,1.151384354,NORESM1-ME_8.5,8.5,N
2073,1,2.489570618,NORESM1-ME_8.5,8.5,N
2074,1,4.400352478,NORESM1-ME_8.5,8.5,N
2075,1,3.385350227,NORESM1-ME_8.5,8.5,N
2076,1,2.836275101,NORESM1-ME_8.5,8.5,N
2077,1,2.75185585,NORESM1-ME_8.5,8.5,N
2078,1,2.973132133,NORESM1-ME_8.5,8.5,N
2079,1,3.050930023,NORESM1-ME_8.5,8.5,N
2080,1,4.435614586,NORESM1-ME_8.5,8.5,N
2081,1,2.739737511,NORESM1-ME_8.5,8.5,N
2082,1,3.594225883,NORESM1-ME_8.5,8.5,N
2083,1,4.835579872,NORESM1-ME_8.5,8.5,N
2084,1,4.307081223,NORESM1-ME_8.5,8.5,N
2085,1,3.624733925,NORESM1-ME_8.5,8.5,N
2086,1,3.618654251,NORESM1-ME_8.5,8.5,N
2087,1,1.743732452,NORESM1-ME_8.5,8.5,N
2088,1,2.897805214,NORESM1-ME_8.5,8.5,N
2089,1,3.114400864,NORESM1-ME_8.5,8.5,N
2090,1,2.434362411,NORESM1-ME_8.5,8.5,N
2091,1,2.928650856,NORESM1-ME_8.5,8.5,N
2092,1,2.737163544,NORESM1-ME_8.5,8.5,N
2093,1,3.657124519,NORESM1-ME_8.5,8.5,N
2094,1,2.279081345,NORESM1-ME_8.5,8.5,N
2095,1,2.882899284,NORESM1-ME_8.5,8.5,N
2096,1,3.576608658,NORESM1-ME_8.5,8.5,N
2097,1,4.312273026,NORESM1-ME_8.5,8.5,N
2098,1,3.522686958,NORESM1-ME_8.5,8.5,N
2099,1,4.241934776,NORESM1-ME_8.5,8.5,N
